   1.54583   0.00000
   1.54262   0.04856
   1.54145   0.06730
   1.54683   0.08292
   1.57076   0.09876
   1.60935   0.14080
   1.63626   0.17279
   1.68457   0.17385
   1.72070   0.17441
   1.79422   0.19938
   1.82221   0.21969
   1.90926   0.22859
   1.98855   0.23650
   2.01858   0.24789
   2.03092   0.25718
   2.13224   0.26992
   2.22875   0.28203
   2.24057   0.28698
   2.24276   0.28663
     -         -    
   3.52568   0.00000
   3.52539   0.01471
   3.52532   0.01639
   3.52524   0.01806
   3.52428   0.03275
   3.52274   0.04739
   3.52253   0.04904
   3.52230   0.05070
   3.52090   0.06540
   3.51888   0.08020
   3.51855   0.08171
   3.51822   0.08321
   3.51658   0.09823
   3.51427   0.11357
   3.51390   0.11474
   3.51353   0.11590
   3.51222   0.13184
   3.51008   0.14852
   3.50986   0.14906
   3.50963   0.14959
   3.50899   0.16740
   3.50897   0.16777
   3.54862   0.19987
   3.55543   0.21105
   3.56841   0.23187
   3.57992   0.24821
   3.58494   0.25587
   3.59299   0.28221
   3.59372   0.28331
   3.61333   0.31526
   3.61539   0.32587
   3.61813   0.34316
   3.62421   0.36387
   3.62879   0.37502
   3.63330   0.40463
   3.64204   0.41287
   3.70751   0.47649
   3.72567   0.49333
   3.74902   0.51518
   3.80340   0.57036
   3.83630   0.60826
   3.87308   0.66258
   3.84659   0.69038
   3.84349   0.69349
     -         -    
   4.12779   0.97779
   4.15546   0.94932
   4.16955   0.93425
   4.25160   0.96065
   4.28057   0.96857
   4.35496   1.01249
   4.35915   1.01460
   4.43492   1.05099
   4.46081   1.07228
   4.48598   1.09299
   4.55535   1.13312
   4.60709   1.17619
   4.64625   1.20780
   4.68441   1.23861
   4.73175   1.27835
   4.78966   1.34616
   4.81114   1.36380
   4.83234   1.38120
   4.86429   1.43846
   4.87493   1.45846
   4.91428   1.48041
   4.96504   1.50788
   4.97463   1.51585
   4.98417   1.52377
   5.06723   1.57348
   5.12371   1.55182
   5.17177   1.58266
     -         -    
