0.0 4.104
0.36 27.276
0.56 62.23
0.88 60.921
1.25 49.161
2.05 34.846
2.119 34.835
2.648 32.116
3.06 32.244
4.369 34.02
4.943 25.776
5.048 26.614
5.101 27.857
6.219 27.423
6.282 28.702
7.64 23.244
8.419 23.204
8.523 22.404
8.937 21.914
