0.00001 19.06446
0.00530 19.06446
0.01060 19.32520
0.01590 18.89324
0.02120 19.24548
0.02650 19.05579
0.03180 18.88908
0.03710 18.64374
0.04240 18.89563
0.04770 18.82255
0.05300 19.20496
0.05830 19.67154
0.06360 20.07385
0.06890 20.33704
0.07420 20.72401
0.07950 20.74045
0.08480 21.10486
0.09010 21.47967
0.09540 22.42274
0.10070 23.23578
0.10601 26.79703
0.11131 25.30942
0.11661 22.41053
0.12191 21.05774
0.12721 20.51211
0.13251 19.40763
0.13781 19.04309
0.14311 18.89638
0.14841 18.64445
0.15371 18.50164
0.15901 17.88401
0.16431 17.33673
0.16961 17.22859
0.17491 17.47920
0.18021 17.11814
0.18551 16.79493
0.19081 16.79973
0.19611 16.69270
0.20141 16.82195
0.20671 16.55777
0.21201 16.50534
0.21731 16.68638
0.22261 16.62391
0.22791 16.83659
0.23321 16.49654
0.23851 16.16941
0.24381 16.02729
0.24911 16.05090
0.25441 16.04895
0.25971 16.48763
0.26501 16.22648
0.27031 16.67547
0.27561 17.03163
0.28091 17.31954
0.28621 18.06364
0.29151 18.68797
0.29681 19.21003
0.30211 19.86813
0.30741 20.74999
0.31271 21.12147
0.31801 21.62033
0.32331 22.60023
0.32861 23.74910
0.33391 24.89211
0.33921 25.66915
0.34451 26.08984
0.34981 26.94751
0.35511 28.10763
0.36041 28.93105
0.36571 29.82935
0.37101 30.77468
0.37631 31.67095
0.38161 32.95427
0.38691 33.85744
0.39221 34.68135
0.39751 35.23976
0.40281 36.21176
0.40811 36.79130
0.41341 37.77392
0.41871 38.27385
0.42401 38.65451
0.42931 39.13664
0.43461 39.76642
0.43991 40.46061
0.44521 40.76676
0.45051 41.33642
0.45581 42.20729
0.46111 42.53858
0.46641 43.16340
0.47171 43.48651
0.47701 43.61756
0.48231 44.44755
0.48761 44.68650
0.49291 45.15970
0.49821 45.50897
0.50351 45.45744
0.50881 45.61409
0.51411 45.60523
0.51941 46.24062
0.52471 47.01144
0.53001 47.32603
0.53531 47.54989
0.54061 47.72089
0.54591 48.35657
0.55121 48.77997
0.55651 49.68544
0.56181 50.39377
0.56711 50.51769
0.57241 50.95032
0.57771 51.63501
0.58301 52.20570
0.58831 52.70563
0.59361 52.17040
0.59891 52.62063
0.60421 52.91417
0.60951 53.08316
0.61481 53.90748
0.62011 54.89671
0.62541 55.63970
0.63071 56.18643
0.63600 56.66399
0.64130 56.79372
0.64660 57.14231
0.65190 57.00447
0.65720 57.43274
0.66250 57.74594
0.66780 58.17426
0.67310 58.42628
0.67840 59.01603
0.68370 59.31531
0.68900 59.55602
0.69430 59.72307
0.69960 60.09754
0.70490 60.18026
0.71020 60.57125
0.71550 61.21857
0.72080 61.61510
0.72610 61.56872
0.73140 61.53153
0.73670 61.66916
0.74199 61.84245
0.74729 62.00253
0.75259 62.18083
0.75789 62.14388
0.76319 62.26578
