    0.9028    0.0451     2
    0.0000    0.9479     1
    0.4514    0.9931    111
    3.0694    0.0451     2
    2.1667    0.9479     1
    2.6181    0.9931    110
    5.2361    0.0451     2
    4.3333    0.9479     1
    4.7847    0.9931    100
