text_1.dat                                                                      
poles     0  0  1
      phi     theta      int
    27.500    64.051     0.000
    32.500    64.051     0.000
    37.500    64.051     0.000
    42.500    64.051     0.000
    47.500    64.051     0.000
    52.500    64.051     0.000
    57.500    64.051     0.000
    62.500    64.051     0.000
    67.500    64.051     0.000
    72.500    64.051     0.000
    77.500    64.051     0.000
    82.500    64.051     0.003
    87.500    64.051     4.112
    92.500    64.051     4.112
    97.500    64.051     0.003
   102.500    64.051     0.000
   107.500    64.051     0.000
   112.500    64.051     0.000
   117.500    64.051     0.000
   122.500    64.051     0.000
   127.500    64.051     0.000
   132.500    64.051     0.000
   137.500    64.051     0.000
   142.500    64.051     0.000
   147.500    64.051     0.000
   152.500    64.051     0.000
   157.500    64.051     0.000
   162.500    64.051     0.000
   167.500    64.051     0.000
   172.500    64.051     0.003
   177.500    64.051     4.112
   182.500    64.051     4.112
  -182.500    68.769     6.555
  -177.500    68.769     6.555
  -172.500    68.769     0.049
  -167.500    68.769     0.000
  -162.500    68.769     0.000
  -157.500    68.769     0.000
  -152.500    68.769     0.000
  -147.500    68.769     0.000
  -142.500    68.769     0.000
  -137.500    68.769     0.000
  -132.500    68.769     0.000
  -127.500    68.769     0.000
  -122.500    68.769     0.000
  -117.500    68.769     0.000
  -112.500    68.769     0.000
  -107.500    68.769     0.000
  -102.500    68.769     0.000
   -97.500    68.769     0.049
   -92.500    68.769     6.555
   -87.500    68.769     6.555
   -82.500    68.769     0.049
   -77.500    68.769     0.000
   -72.500    68.769     0.000
   -67.500    68.769     0.000
   -62.500    68.769     0.000
   -57.500    68.769     0.000
   -52.500    68.769     0.000
   -47.500    68.769     0.000
   -42.500    68.769     0.000
   -37.500    68.769     0.000
   -32.500    68.769     0.000
   -27.500    68.769     0.000
   -22.500    68.769     0.000
   -17.500    68.769     0.000
   -12.500    68.769     0.000
    -7.500    68.769     0.049
    -2.500    68.769     6.555
     2.500    68.769     6.555
     7.500    68.769     0.049
    12.500    68.769     0.000
    17.500    68.769     0.000
    22.500    68.769     0.000
    27.500    68.769     0.000
    32.500    68.769     0.000
    37.500    68.769     0.000
    42.500    68.769     0.000
    47.500    68.769     0.000
    52.500    68.769     0.000
    57.500    68.769     0.000
    62.500    68.769     0.000
    67.500    68.769     0.000
    72.500    68.769     0.000
    77.500    68.769     0.000
    82.500    68.769     0.049
    87.500    68.769     6.555
    92.500    68.769     6.555
    97.500    68.769     0.049
   102.500    68.769     0.000
   107.500    68.769     0.000
   112.500    68.769     0.000
   117.500    68.769     0.000
   122.500    68.769     0.000
   127.500    68.769     0.000
   132.500    68.769     0.000
   137.500    68.769     0.000
   142.500    68.769     0.000
   147.500    68.769     0.000
   152.500    68.769     0.000
   157.500    68.769     0.000
   162.500    68.769     0.000
   167.500    68.769     0.000
   172.500    68.769     0.049
   177.500    68.769     6.555
   182.500    68.769     6.555
  -182.500    73.487     8.128
  -177.500    73.487     8.128
  -172.500    73.487     0.465
  -167.500    73.487     0.002
  -162.500    73.487     0.000
  -157.500    73.487     0.000
  -152.500    73.487     0.000
  -147.500    73.487     0.000
  -142.500    73.487     0.000
  -137.500    73.487     0.000
  -132.500    73.487     0.000
  -127.500    73.487     0.000
  -122.500    73.487     0.000
  -117.500    73.487     0.000
  -112.500    73.487     0.000
  -107.500    73.487     0.000
  -102.500    73.487     0.002
   -97.500    73.487     0.465
   -92.500    73.487     8.128
   -87.500    73.487     8.128
   -82.500    73.487     0.465
   -77.500    73.487     0.002
   -72.500    73.487     0.000
   -67.500    73.487     0.000
   -62.500    73.487     0.000
   -57.500    73.487     0.000
   -52.500    73.487     0.000
   -47.500    73.487     0.000
   -42.500    73.487     0.000
   -37.500    73.487     0.000
   -32.500    73.487     0.000
   -27.500    73.487     0.000
   -22.500    73.487     0.000
   -17.500    73.487     0.000
   -12.500    73.487     0.002
    -7.500    73.487     0.465
    -2.500    73.487     8.128
     2.500    73.487     8.128
     7.500    73.487     0.465
    12.500    73.487     0.002
    17.500    73.487     0.000
    22.500    73.487     0.000
    27.500    73.487     0.000
    32.500    73.487     0.000
    37.500    73.487     0.000
    42.500    73.487     0.000
    47.500    73.487     0.000
    52.500    73.487     0.000
    57.500    73.487     0.000
    62.500    73.487     0.000
    67.500    73.487     0.000
    72.500    73.487     0.000
    77.500    73.487     0.002
    82.500    73.487     0.465
    87.500    73.487     8.128
    92.500    73.487     8.128
    97.500    73.487     0.465
   102.500    73.487     0.002
   107.500    73.487     0.000
   112.500    73.487     0.000
   117.500    73.487     0.000
   122.500    73.487     0.000
   127.500    73.487     0.000
   132.500    73.487     0.000
   137.500    73.487     0.000
   142.500    73.487     0.000
   147.500    73.487     0.000
   152.500    73.487     0.000
   157.500    73.487     0.000
   162.500    73.487     0.000
   167.500    73.487     0.002
   172.500    73.487     0.465
   177.500    73.487     8.128
   182.500    73.487     8.128
  -182.500    78.205     5.488
  -177.500    78.205     5.488
  -172.500    78.205     2.613
  -167.500    78.205     0.178
  -162.500    78.205     0.001
  -157.500    78.205     0.000
  -152.500    78.205     0.000
  -147.500    78.205     0.000
  -142.500    78.205     0.000
  -137.500    78.205     0.000
  -132.500    78.205     0.000
  -127.500    78.205     0.000
  -122.500    78.205     0.000
  -117.500    78.205     0.000
  -112.500    78.205     0.000
  -107.500    78.205     0.001
  -102.500    78.205     0.178
   -97.500    78.205     2.613
   -92.500    78.205     5.488
   -87.500    78.205     5.488
   -82.500    78.205     2.613
   -77.500    78.205     0.178
   -72.500    78.205     0.001
   -67.500    78.205     0.000
   -62.500    78.205     0.000
   -57.500    78.205     0.000
   -52.500    78.205     0.000
   -47.500    78.205     0.000
   -42.500    78.205     0.000
   -37.500    78.205     0.000
   -32.500    78.205     0.000
   -27.500    78.205     0.000
   -22.500    78.205     0.000
   -17.500    78.205     0.001
   -12.500    78.205     0.178
    -7.500    78.205     2.613
    -2.500    78.205     5.488
     2.500    78.205     5.488
     7.500    78.205     2.613
    12.500    78.205     0.178
    17.500    78.205     0.001
    22.500    78.205     0.000
    27.500    78.205     0.000
    32.500    78.205     0.000
    37.500    78.205     0.000
    42.500    78.205     0.000
    47.500    78.205     0.000
    52.500    78.205     0.000
    57.500    78.205     0.000
    62.500    78.205     0.000
    67.500    78.205     0.000
    72.500    78.205     0.001
    77.500    78.205     0.178
    82.500    78.205     2.613
    87.500    78.205     5.488
    92.500    78.205     5.488
    97.500    78.205     2.613
   102.500    78.205     0.178
   107.500    78.205     0.001
   112.500    78.205     0.000
   117.500    78.205     0.000
   122.500    78.205     0.000
   127.500    78.205     0.000
   132.500    78.205     0.000
   137.500    78.205     0.000
   142.500    78.205     0.000
   147.500    78.205     0.000
   152.500    78.205     0.000
   157.500    78.205     0.000
   162.500    78.205     0.001
   167.500    78.205     0.178
   172.500    78.205     2.613
   177.500    78.205     5.488
   182.500    78.205     5.488
  -182.500    82.923     3.727
  -177.500    82.923     3.727
  -172.500    82.923     6.021
  -167.500    82.923     2.390
  -162.500    82.923     0.337
  -157.500    82.923     0.027
  -152.500    82.923     0.002
  -147.500    82.923     0.000
  -142.500    82.923     0.000
  -137.500    82.923     0.000
  -132.500    82.923     0.000
  -127.500    82.923     0.000
  -122.500    82.923     0.000
  -117.500    82.923     0.002
  -112.500    82.923     0.027
  -107.500    82.923     0.337
  -102.500    82.923     2.390
   -97.500    82.923     6.021
   -92.500    82.923     3.727
   -87.500    82.923     3.727
   -82.500    82.923     6.021
   -77.500    82.923     2.390
   -72.500    82.923     0.337
   -67.500    82.923     0.027
   -62.500    82.923     0.002
   -57.500    82.923     0.000
   -52.500    82.923     0.000
   -47.500    82.923     0.000
   -42.500    82.923     0.000
   -37.500    82.923     0.000
   -32.500    82.923     0.000
   -27.500    82.923     0.002
   -22.500    82.923     0.027
   -17.500    82.923     0.337
   -12.500    82.923     2.390
    -7.500    82.923     6.021
    -2.500    82.923     3.727
     2.500    82.923     3.727
     7.500    82.923     6.021
    12.500    82.923     2.390
    17.500    82.923     0.337
    22.500    82.923     0.027
    27.500    82.923     0.002
    32.500    82.923     0.000
    37.500    82.923     0.000
    42.500    82.923     0.000
    47.500    82.923     0.000
    52.500    82.923     0.000
    57.500    82.923     0.000
    62.500    82.923     0.002
    67.500    82.923     0.027
    72.500    82.923     0.337
    77.500    82.923     2.390
    82.500    82.923     6.021
    87.500    82.923     3.727
    92.500    82.923     3.727
    97.500    82.923     6.021
   102.500    82.923     2.390
   107.500    82.923     0.337
   112.500    82.923     0.027
   117.500    82.923     0.002
   122.500    82.923     0.000
   127.500    82.923     0.000
   132.500    82.923     0.000
   137.500    82.923     0.000
   142.500    82.923     0.000
   147.500    82.923     0.000
   152.500    82.923     0.002
   157.500    82.923     0.027
   162.500    82.923     0.337
   167.500    82.923     2.390
   172.500    82.923     6.021
   177.500    82.923     3.727
   182.500    82.923     3.727
  -182.500    87.641     4.613
  -177.500    87.641     4.762
  -172.500    87.641     3.738
  -167.500    87.641     5.950
  -162.500    87.641     8.282
  -157.500    87.641     5.783
  -152.500    87.641     3.020
  -147.500    87.641     0.917
  -142.500    87.641     0.092
  -137.500    87.641     0.029
  -132.500    87.641     0.029
  -127.500    87.641     0.092
  -122.500    87.641     0.917
  -117.500    87.641     3.020
  -112.500    87.641     5.783
  -107.500    87.641     8.282
  -102.500    87.641     5.950
   -97.500    87.641     3.738
   -92.500    87.641     4.613
   -87.500    87.641     4.762
   -82.500    87.641     3.738
   -77.500    87.641     5.950
   -72.500    87.641     8.282
   -67.500    87.641     5.783
   -62.500    87.641     3.020
   -57.500    87.641     0.917
   -52.500    87.641     0.092
   -47.500    87.641     0.029
   -42.500    87.641     0.029
   -37.500    87.641     0.092
   -32.500    87.641     0.917
   -27.500    87.641     3.020
   -22.500    87.641     5.783
   -17.500    87.641     8.282
   -12.500    87.641     5.950
    -7.500    87.641     3.738
    -2.500    87.641     4.615
     2.500    87.641     4.760
     7.500    87.641     3.738
    12.500    87.641     5.950
    17.500    87.641     8.282
    22.500    87.641     5.783
    27.500    87.641     3.020
    32.500    87.641     0.917
    37.500    87.641     0.092
    42.500    87.641     0.029
    47.500    87.641     0.029
    52.500    87.641     0.092
    57.500    87.641     0.917
    62.500    87.641     3.020
    67.500    87.641     5.783
    72.500    87.641     8.282
    77.500    87.641     5.950
    82.500    87.641     3.738
    87.500    87.641     4.687
    92.500    87.641     4.687
    97.500    87.641     3.738
   102.500    87.641     5.950
   107.500    87.641     8.282
   112.500    87.641     5.783
   117.500    87.641     3.020
   122.500    87.641     0.917
   127.500    87.641     0.092
   132.500    87.641     0.029
   137.500    87.641     0.029
   142.500    87.641     0.092
   147.500    87.641     0.917
   152.500    87.641     3.020
   157.500    87.641     5.783
   162.500    87.641     8.282
   167.500    87.641     5.950
   172.500    87.641     3.738
   177.500    87.641     4.613
   182.500    87.641     4.762
  -182.500    92.359     4.615
  -177.500    92.359     4.760
  -172.500    92.359     3.738
  -167.500    92.359     5.950
  -162.500    92.359     8.282
  -157.500    92.359     5.783
  -152.500    92.359     3.020
  -147.500    92.359     0.917
  -142.500    92.359     0.092
  -137.500    92.359     0.029
  -132.500    92.359     0.029
  -127.500    92.359     0.092
  -122.500    92.359     0.917
  -117.500    92.359     3.020
  -112.500    92.359     5.783
  -107.500    92.359     8.282
  -102.500    92.359     5.950
   -97.500    92.359     3.738
   -92.500    92.359     4.687
   -87.500    92.359     4.687
   -82.500    92.359     3.738
   -77.500    92.359     5.950
   -72.500    92.359     8.282
   -67.500    92.359     5.783
   -62.500    92.359     3.020
   -57.500    92.359     0.917
   -52.500    92.359     0.092
   -47.500    92.359     0.029
   -42.500    92.359     0.029
   -37.500    92.359     0.092
   -32.500    92.359     0.917
   -27.500    92.359     3.020
   -22.500    92.359     5.783
   -17.500    92.359     8.282
   -12.500    92.359     5.950
    -7.500    92.359     3.738
    -2.500    92.359     4.613
     2.500    92.359     4.762
     7.500    92.359     3.738
    12.500    92.359     5.950
    17.500    92.359     8.282
    22.500    92.359     5.783
    27.500    92.359     3.020
    32.500    92.359     0.917
    37.500    92.359     0.092
    42.500    92.359     0.029
    47.500    92.359     0.029
    52.500    92.359     0.092
    57.500    92.359     0.917
    62.500    92.359     3.020
    67.500    92.359     5.783
    72.500    92.359     8.282
    77.500    92.359     5.950
    82.500    92.359     3.738
    87.500    92.359     4.613
    92.500    92.359     4.762
    97.500    92.359     3.738
   102.500    92.359     5.950
   107.500    92.359     8.282
   112.500    92.359     5.783
   117.500    92.359     3.020
   122.500    92.359     0.917
   127.500    92.359     0.092
   132.500    92.359     0.029
   137.500    92.359     0.029
   142.500    92.359     0.092
   147.500    92.359     0.917
   152.500    92.359     3.020
   157.500    92.359     5.783
   162.500    92.359     8.282
   167.500    92.359     5.950
   172.500    92.359     3.738
   177.500    92.359     4.615
   182.500    92.359     4.760
