   0.68746   0.00000
   0.68694   0.02675
   0.68681   0.02999
   0.69509   0.03448
   0.68573   0.05999
   0.67472   0.08629
   0.68407   0.09006
   0.69433   0.09611
   0.69341   0.12227
   0.69155   0.14784
   0.71208   0.15786
   0.73492   0.17437
   0.73379   0.19662
   0.73205   0.21791
   0.77934   0.24573
   0.79611   0.27670
   0.76823   0.27961
   0.71562   0.28229
   0.75638   0.31330
   0.83416   0.38817
   0.81019   0.37780
   0.59044   0.27990
   0.55194   0.28439
   0.55075   0.28670
   0.54954   0.28901
   0.52465   0.30290
   0.50155   0.31407
   0.49910   0.31796
   0.49661   0.32183
   0.42373   0.29670
   0.37522   0.27536
   0.36924   0.28333
   0.36309   0.29117
   0.36101   0.30292
   0.35840   0.31529
   0.35193   0.32249
   0.34533   0.32955
   0.33753   0.33753
     -         -    
   0.59422   0.59422
   0.60306   0.58525
   0.61957   0.56773
   0.63901   0.55196
   0.64915   0.54470
   0.65850   0.53778
   0.67770   0.52001
   0.68718   0.49546
   0.66990   0.46907
   0.62833   0.41300
   0.62813   0.40016
   0.66317   0.40566
   0.65656   0.37907
   0.64626   0.34582
   0.71217   0.37073
   0.83730   0.39158
   0.83940   0.39180
   1.02958   0.48396
   1.03568   0.48294
   1.09648   0.47044
   1.11014   0.45983
   1.13102   0.44507
   1.17359   0.42715
   1.19579   0.41680
   1.22335   0.38572
   1.27352   0.35377
   1.28372   0.34674
   1.28442   0.34416
   1.28511   0.34158
   1.32694   0.29418
   1.36380   0.26486
   1.36817   0.24125
   1.37214   0.21756
   1.39591   0.18378
   1.42094   0.16473
   1.43679   0.12570
   1.45502   0.07573
   1.46358   0.06390
   1.46395   0.05482
   1.46497   0.00000
     -         -    
