    1.2206    1.2206
    1.2206    1.2206
    1.1838    1.1838
    1.1838    1.1838
    1.1472    1.1472
    1.1472    1.1472
    1.1108    1.1108
    1.1108    1.1108
    1.0746    1.0746
    1.0746    1.0746
    1.0385    1.0385
    1.0385    1.0385
    1.0027    1.0027
    1.0027    1.0027
    0.9669    0.9669
    0.9669    0.9669
    0.9314    0.9314
    0.9314    0.9314
    0.8959    0.8959
    0.8959    0.8959
    0.8607    0.8607
    0.8607    0.8607
    0.8255    0.8255
    0.7905    0.7905
    0.7905    0.7905
    0.7557    0.7557
    0.7557    0.7557
    0.7209    0.7209
    0.6863    0.6863
    0.6863    0.6863
     -         -    
