 2.6056741E-03  2.7043219E+01
 7.8170225E-03  2.8607971E+01
 1.3028371E-02  3.1583466E+01
 1.8239720E-02  3.0495804E+01
 2.3451068E-02  3.0989876E+01
 2.8662415E-02  3.2373199E+01
 3.3873763E-02  3.3924381E+01
 3.9085113E-02  3.5214745E+01
 4.4296462E-02  4.2893707E+01
 4.9507808E-02  4.0263458E+01
 5.4719158E-02  3.4012840E+01
 5.9930507E-02  3.1104509E+01
 6.5141857E-02  2.9095339E+01
 7.0353203E-02  2.7391031E+01
 7.5564548E-02  2.6839397E+01
 8.0775902E-02  2.5925154E+01
 8.5987248E-02  2.5278625E+01
 9.1198593E-02  2.5075827E+01
 9.6409947E-02  2.4680653E+01
 1.0162129E-01  2.4136019E+01
 1.0683264E-01  2.3829504E+01
 1.1204399E-01  2.3645689E+01
 1.1725534E-01  2.3493853E+01
 1.2246668E-01  2.3678318E+01
 1.2767804E-01  2.3963648E+01
 1.3288938E-01  2.3701618E+01
 1.3810073E-01  2.3937904E+01
 1.4331208E-01  2.3826921E+01
 1.4852342E-01  2.3606003E+01
 1.5373477E-01  2.3788841E+01
 1.5894613E-01  2.3513823E+01
 1.6415747E-01  2.3231438E+01
 1.6936882E-01  2.3368219E+01
 1.7458017E-01  2.2828354E+01
 1.7979151E-01  2.2929193E+01
 1.8500286E-01  2.3118689E+01
 1.9021422E-01  2.2743269E+01
 1.9542556E-01  2.2873911E+01
 2.0063691E-01  2.3346655E+01
 2.0584826E-01  2.3421263E+01
 2.1105960E-01  2.3722492E+01
 2.1627095E-01  2.4054770E+01
 2.2148231E-01  2.4311222E+01
 2.2669365E-01  2.5216824E+01
 2.3190500E-01  2.5883509E+01
 2.3711635E-01  2.7215666E+01
 2.4232769E-01  2.9447634E+01
 2.4753904E-01  3.1098087E+01
 2.5275040E-01  3.2410534E+01
 2.5796175E-01  3.3683575E+01
 2.6317310E-01  3.5289322E+01
 2.6838443E-01  3.7046967E+01
 2.7359578E-01  3.8839569E+01
 2.7880713E-01  3.9759720E+01
 2.8401849E-01  4.0693943E+01
 2.8922984E-01  4.1892448E+01
 2.9444119E-01  4.3086735E+01
 2.9965252E-01  4.4760334E+01
 3.0486387E-01  4.5911419E+01
 3.1007522E-01  4.6698204E+01
 3.1528658E-01  4.7852776E+01
 3.2049793E-01  4.9572559E+01
 3.2570925E-01  5.1340210E+01
 3.3092061E-01  5.2065067E+01
 3.3613196E-01  5.3306370E+01
 3.4134331E-01  5.4799835E+01
 3.4655467E-01  5.5736938E+01
 3.5176602E-01  5.7248055E+01
 3.5697734E-01  5.8152622E+01
 3.6218870E-01  5.9176186E+01
 3.6740005E-01  6.0468174E+01
 3.7261140E-01  6.1258953E+01
 3.7782276E-01  6.2652924E+01
 3.8303411E-01  6.4212578E+01
 3.8824543E-01  6.5799858E+01
 3.9345679E-01  6.7124542E+01
 3.9866814E-01  6.8727379E+01
 4.0387949E-01  7.0814453E+01
 4.0909085E-01  7.2077957E+01
 4.1430220E-01  7.3797356E+01
 4.1951352E-01  7.4908943E+01
 4.2472488E-01  7.6291031E+01
 4.2993623E-01  7.8196831E+01
 4.3514758E-01  7.9204529E+01
 4.4035894E-01  8.1091927E+01
