text_01.dat                                                                     
poles     1  0  0
      phi     theta      int
   102.500     7.729     1.259
   107.500     7.729     1.952
   112.500     7.729     1.463
   117.500     7.729     2.371
   122.500     7.729     2.565
   127.500     7.729     2.843
   132.500     7.729     3.054
   137.500     7.729     2.972
   142.500     7.729     2.925
   147.500     7.729     2.483
   152.500     7.729     2.413
   157.500     7.729     1.422
   162.500     7.729     1.993
   167.500     7.729     1.218
   172.500     7.729     1.815
   177.500     7.729     1.164
   182.500     7.729     1.164
  -182.500    12.308     0.246
  -177.500    12.308     0.246
  -172.500    12.308     0.288
  -167.500    12.308     0.260
  -162.500    12.308     0.317
  -157.500    12.308     0.262
  -152.500    12.308     0.380
  -147.500    12.308     0.397
  -142.500    12.308     0.572
  -137.500    12.308     0.481
  -132.500    12.308     0.568
  -127.500    12.308     0.483
  -122.500    12.308     0.485
  -117.500    12.308     0.337
  -112.500    12.308     0.306
  -107.500    12.308     0.273
  -102.500    12.308     0.303
   -97.500    12.308     0.243
   -92.500    12.308     0.290
   -87.500    12.308     0.246
   -82.500    12.308     0.288
   -77.500    12.308     0.260
   -72.500    12.308     0.317
   -67.500    12.308     0.262
   -62.500    12.308     0.380
   -57.500    12.308     0.397
   -52.500    12.308     0.572
   -47.500    12.308     0.481
   -42.500    12.308     0.568
   -37.500    12.308     0.483
   -32.500    12.308     0.485
   -27.500    12.308     0.337
   -22.500    12.308     0.306
   -17.500    12.308     0.273
   -12.500    12.308     0.303
    -7.500    12.308     0.243
    -2.500    12.308     0.290
     2.500    12.308     0.290
     7.500    12.308     0.243
    12.500    12.308     0.303
    17.500    12.308     0.273
    22.500    12.308     0.306
    27.500    12.308     0.337
    32.500    12.308     0.485
    37.500    12.308     0.483
    42.500    12.308     0.568
    47.500    12.308     0.481
    52.500    12.308     0.572
    57.500    12.308     0.397
    62.500    12.308     0.380
    67.500    12.308     0.262
    72.500    12.308     0.317
    77.500    12.308     0.260
    82.500    12.308     0.288
    87.500    12.308     0.246
    92.500    12.308     0.290
    97.500    12.308     0.243
   102.500    12.308     0.303
   107.500    12.308     0.273
   112.500    12.308     0.306
   117.500    12.308     0.337
   122.500    12.308     0.485
   127.500    12.308     0.483
   132.500    12.308     0.568
   137.500    12.308     0.481
   142.500    12.308     0.572
   147.500    12.308     0.397
   152.500    12.308     0.380
   157.500    12.308     0.262
   162.500    12.308     0.317
   167.500    12.308     0.260
   172.500    12.308     0.288
   177.500    12.308     0.246
   182.500    12.308     0.246
  -182.500    16.966     1.396
  -177.500    16.966     1.396
  -172.500    16.966     2.266
  -167.500    16.966     1.452
  -162.500    16.966     2.499
  -157.500    16.966     1.480
  -152.500    16.966     2.645
  -147.500    16.966     2.367
  -142.500    16.966     4.457
  -137.500    16.966     2.747
  -132.500    16.966     4.425
  -127.500    16.966     2.750
  -122.500    16.966     4.074
  -117.500    16.966     1.801
  -112.500    16.966     2.324
  -107.500    16.966     1.660
  -102.500    16.966     2.291
   -97.500    16.966     1.403
   -92.500    16.966     2.259
   -87.500    16.966     1.396
   -82.500    16.966     2.266
   -77.500    16.966     1.452
   -72.500    16.966     2.499
   -67.500    16.966     1.480
   -62.500    16.966     2.645
   -57.500    16.966     2.367
   -52.500    16.966     4.457
   -47.500    16.966     2.747
   -42.500    16.966     4.425
   -37.500    16.966     2.750
   -32.500    16.966     4.074
   -27.500    16.966     1.801
   -22.500    16.966     2.324
   -17.500    16.966     1.660
   -12.500    16.966     2.291
    -7.500    16.966     1.403
    -2.500    16.966     2.259
     2.500    16.966     1.450
     7.500    16.966     2.212
    12.500    16.966     1.504
    17.500    16.966     2.447
    22.500    16.966     1.533
    27.500    16.966     2.592
    32.500    16.966     3.285
    37.500    16.966     3.539
    42.500    16.966     3.639
    47.500    16.966     3.534
    52.500    16.966     3.646
    57.500    16.966     3.178
    62.500    16.966     2.645
    67.500    16.966     1.480
    72.500    16.966     2.499
    77.500    16.966     1.452
    82.500    16.966     2.266
    87.500    16.966     1.396
    92.500    16.966     1.450
    97.500    16.966     2.212
   102.500    16.966     1.504
   107.500    16.966     2.447
   112.500    16.966     1.533
   117.500    16.966     2.592
   122.500    16.966     3.232
   127.500    16.966     3.592
   132.500    16.966     3.639
   137.500    16.966     3.534
   142.500    16.966     3.646
   147.500    16.966     3.178
   152.500    16.966     2.645
   157.500    16.966     1.480
   162.500    16.966     2.499
   167.500    16.966     1.452
   172.500    16.966     2.266
   177.500    16.966     1.396
   182.500    16.966     1.396
  -182.500    21.651     0.187
  -177.500    21.651     0.187
  -172.500    21.651     0.245
  -167.500    21.651     0.234
  -162.500    21.651     0.237
  -157.500    21.651     0.193
  -152.500    21.651     0.228
  -147.500    21.651     0.380
  -142.500    21.651     0.496
  -137.500    21.651     0.679
  -132.500    21.651     0.751
  -127.500    21.651     0.426
  -122.500    21.651     0.449
  -117.500    21.651     0.193
  -112.500    21.651     0.228
  -107.500    21.651     0.201
  -102.500    21.651     0.270
   -97.500    21.651     0.211
   -92.500    21.651     0.221
   -87.500    21.651     0.187
   -82.500    21.651     0.245
   -77.500    21.651     0.234
   -72.500    21.651     0.237
   -67.500    21.651     0.193
   -62.500    21.651     0.228
   -57.500    21.651     0.380
   -52.500    21.651     0.496
   -47.500    21.651     0.679
   -42.500    21.651     0.751
   -37.500    21.651     0.426
   -32.500    21.651     0.449
   -27.500    21.651     0.193
   -22.500    21.651     0.228
   -17.500    21.651     0.201
   -12.500    21.651     0.270
    -7.500    21.651     0.211
    -2.500    21.651     0.221
     2.500    21.651     0.221
     7.500    21.651     0.211
    12.500    21.651     0.270
    17.500    21.651     0.201
    22.500    21.651     0.228
    27.500    21.651     0.193
    32.500    21.651     0.449
    37.500    21.651     0.426
    42.500    21.651     0.751
    47.500    21.651     0.679
    52.500    21.651     0.496
    57.500    21.651     0.380
    62.500    21.651     0.228
    67.500    21.651     0.193
    72.500    21.651     0.237
    77.500    21.651     0.234
    82.500    21.651     0.245
    87.500    21.651     0.187
    92.500    21.651     0.221
    97.500    21.651     0.211
   102.500    21.651     0.270
   107.500    21.651     0.201
   112.500    21.651     0.228
   117.500    21.651     0.193
   122.500    21.651     0.449
   127.500    21.651     0.426
   132.500    21.651     0.751
   137.500    21.651     0.679
   142.500    21.651     0.496
   147.500    21.651     0.380
   152.500    21.651     0.228
   157.500    21.651     0.193
   162.500    21.651     0.237
   167.500    21.651     0.234
   172.500    21.651     0.245
   177.500    21.651     0.187
   182.500    21.651     0.187
  -182.500    26.348     1.224
  -177.500    26.348     1.224
  -172.500    26.348     2.109
  -167.500    26.348     1.596
  -162.500    26.348     2.124
  -157.500    26.348     1.269
  -152.500    26.348     2.276
  -147.500    26.348     2.457
  -142.500    26.348     4.032
  -137.500    26.348     2.583
  -132.500    26.348     4.187
  -127.500    26.348     2.503
  -122.500    26.348     3.986
  -117.500    26.348     1.498
  -112.500    26.348     2.047
  -107.500    26.348     1.322
  -102.500    26.348     2.398
   -97.500    26.348     1.357
   -92.500    26.348     1.976
   -87.500    26.348     1.224
   -82.500    26.348     2.109
   -77.500    26.348     1.596
   -72.500    26.348     2.124
   -67.500    26.348     1.269
   -62.500    26.348     2.276
   -57.500    26.348     2.457
   -52.500    26.348     4.032
   -47.500    26.348     2.583
   -42.500    26.348     4.187
   -37.500    26.348     2.503
   -32.500    26.348     3.986
   -27.500    26.348     1.498
   -22.500    26.348     2.047
   -17.500    26.348     1.322
   -12.500    26.348     2.398
    -7.500    26.348     1.357
    -2.500    26.348     1.976
     2.500    26.348     1.271
     7.500    26.348     2.062
    12.500    26.348     1.646
    17.500    26.348     2.074
    22.500    26.348     1.318
    27.500    26.348     2.227
    32.500    26.348     3.260
    37.500    26.348     3.229
    42.500    26.348     3.435
    47.500    26.348     3.335
    52.500    26.348     3.325
    57.500    26.348     3.164
    62.500    26.348     2.276
    67.500    26.348     1.269
    72.500    26.348     2.124
    77.500    26.348     1.596
    82.500    26.348     2.109
    87.500    26.348     1.224
    92.500    26.348     1.271
    97.500    26.348     2.062
   102.500    26.348     1.646
   107.500    26.348     2.074
   112.500    26.348     1.318
   117.500    26.348     2.227
   122.500    26.348     3.211
   127.500    26.348     3.278
   132.500    26.348     3.435
   137.500    26.348     3.335
   142.500    26.348     3.278
   147.500    26.348     3.211
   152.500    26.348     2.276
   157.500    26.348     1.269
   162.500    26.348     2.124
   167.500    26.348     1.596
   172.500    26.348     2.109
   177.500    26.348     1.224
   182.500    26.348     1.224
  -182.500    31.053     0.050
  -177.500    31.053     0.050
  -172.500    31.053     0.109
  -167.500    31.053     0.045
  -162.500    31.053     0.065
  -157.500    31.053     0.052
  -152.500    31.053     0.238
  -147.500    31.053     0.269
  -142.500    31.053     0.153
  -137.500    31.053     0.115
  -132.500    31.053     0.159
  -127.500    31.053     0.109
  -122.500    31.053     0.313
  -117.500    31.053     0.216
  -112.500    31.053     0.074
  -107.500    31.053     0.043
  -102.500    31.053     0.067
   -97.500    31.053     0.087
   -92.500    31.053     0.072
   -87.500    31.053     0.050
   -82.500    31.053     0.109
   -77.500    31.053     0.045
   -72.500    31.053     0.065
   -67.500    31.053     0.052
   -62.500    31.053     0.238
   -57.500    31.053     0.269
   -52.500    31.053     0.153
   -47.500    31.053     0.115
   -42.500    31.053     0.159
   -37.500    31.053     0.109
   -32.500    31.053     0.313
   -27.500    31.053     0.216
   -22.500    31.053     0.074
   -17.500    31.053     0.043
   -12.500    31.053     0.067
    -7.500    31.053     0.087
    -2.500    31.053     0.072
     2.500    31.053     0.072
     7.500    31.053     0.087
    12.500    31.053     0.067
    17.500    31.053     0.043
    22.500    31.053     0.074
    27.500    31.053     0.216
    32.500    31.053     0.313
    37.500    31.053     0.109
    42.500    31.053     0.159
    47.500    31.053     0.115
    52.500    31.053     0.153
    57.500    31.053     0.269
    62.500    31.053     0.238
    67.500    31.053     0.052
    72.500    31.053     0.065
    77.500    31.053     0.045
    82.500    31.053     0.109
    87.500    31.053     0.050
    92.500    31.053     0.072
    97.500    31.053     0.087
   102.500    31.053     0.067
   107.500    31.053     0.043
   112.500    31.053     0.074
   117.500    31.053     0.216
   122.500    31.053     0.291
   127.500    31.053     0.131
   132.500    31.053     0.159
   137.500    31.053     0.115
   142.500    31.053     0.131
   147.500    31.053     0.291
   152.500    31.053     0.238
   157.500    31.053     0.052
   162.500    31.053     0.065
   167.500    31.053     0.045
   172.500    31.053     0.109
   177.500    31.053     0.050
   182.500    31.053     0.050
  -182.500    35.762     1.004
  -177.500    35.762     1.004
  -172.500    35.762     2.010
  -167.500    35.762     0.982
  -162.500    35.762     1.525
  -157.500    35.762     1.376
  -152.500    35.762     1.521
  -147.500    35.762     1.820
  -142.500    35.762     2.891
  -137.500    35.762     2.009
  -132.500    35.762     3.024
  -127.500    35.762     1.851
  -122.500    35.762     2.860
  -117.500    35.762     1.003
  -112.500    35.762     1.894
  -107.500    35.762     1.018
  -102.500    35.762     1.489
   -97.500    35.762     1.488
   -92.500    35.762     1.526
   -87.500    35.762     1.004
   -82.500    35.762     2.010
   -77.500    35.762     0.982
   -72.500    35.762     1.525
   -67.500    35.762     1.376
   -62.500    35.762     1.521
   -57.500    35.762     1.820
   -52.500    35.762     2.891
   -47.500    35.762     2.009
   -42.500    35.762     3.024
   -37.500    35.762     1.851
   -32.500    35.762     2.860
   -27.500    35.762     1.003
   -22.500    35.762     1.894
   -17.500    35.762     1.018
   -12.500    35.762     1.489
    -7.500    35.762     1.488
    -2.500    35.762     1.526
     2.500    35.762     1.036
     7.500    35.762     1.978
    12.500    35.762     1.013
    17.500    35.762     1.493
    22.500    35.762     1.408
    27.500    35.762     1.489
    32.500    35.762     2.375
    37.500    35.762     2.337
    42.500    35.762     2.548
    47.500    35.762     2.485
    52.500    35.762     2.402
    57.500    35.762     2.310
    62.500    35.762     1.521
    67.500    35.762     1.376
    72.500    35.762     1.525
    77.500    35.762     0.982
    82.500    35.762     2.010
    87.500    35.762     1.004
    92.500    35.762     1.036
    97.500    35.762     1.978
   102.500    35.762     0.982
   107.500    35.762     1.525
   112.500    35.762     1.408
   117.500    35.762     1.489
   122.500    35.762     2.342
   127.500    35.762     2.369
   132.500    35.762     2.548
   137.500    35.762     2.485
   142.500    35.762     2.369
   147.500    35.762     2.342
   152.500    35.762     1.521
   157.500    35.762     1.376
   162.500    35.762     1.525
   167.500    35.762     0.982
   172.500    35.762     2.010
   177.500    35.762     1.004
   182.500    35.762     1.004
  -182.500    40.474     0.010
  -177.500    40.474     0.010
  -172.500    40.474     0.032
  -167.500    40.474     0.000
  -162.500    40.474     0.077
  -157.500    40.474     0.142
  -152.500    40.474     0.145
  -147.500    40.474     0.343
  -142.500    40.474     0.346
  -137.500    40.474     0.078
  -132.500    40.474     0.097
  -127.500    40.474     0.326
  -122.500    40.474     0.363
  -117.500    40.474     0.135
  -112.500    40.474     0.152
  -107.500    40.474     0.068
  -102.500    40.474     0.010
   -97.500    40.474     0.022
   -92.500    40.474     0.020
   -87.500    40.474     0.010
   -82.500    40.474     0.032
   -77.500    40.474     0.000
   -72.500    40.474     0.077
   -67.500    40.474     0.142
   -62.500    40.474     0.145
   -57.500    40.474     0.343
   -52.500    40.474     0.346
   -47.500    40.474     0.078
   -42.500    40.474     0.097
   -37.500    40.474     0.326
   -32.500    40.474     0.363
   -27.500    40.474     0.135
   -22.500    40.474     0.152
   -17.500    40.474     0.068
   -12.500    40.474     0.010
    -7.500    40.474     0.022
    -2.500    40.474     0.020
     2.500    40.474     0.020
     7.500    40.474     0.022
    12.500    40.474     0.010
    17.500    40.474     0.068
    22.500    40.474     0.152
    27.500    40.474     0.135
    32.500    40.474     0.363
    37.500    40.474     0.326
    42.500    40.474     0.097
    47.500    40.474     0.078
    52.500    40.474     0.346
    57.500    40.474     0.343
    62.500    40.474     0.145
    67.500    40.474     0.142
    72.500    40.474     0.077
    77.500    40.474     0.000
    82.500    40.474     0.032
    87.500    40.474     0.010
    92.500    40.474     0.020
    97.500    40.474     0.022
   102.500    40.474     0.010
   107.500    40.474     0.068
   112.500    40.474     0.152
   117.500    40.474     0.135
   122.500    40.474     0.354
   127.500    40.474     0.335
   132.500    40.474     0.097
   137.500    40.474     0.078
   142.500    40.474     0.346
   147.500    40.474     0.343
   152.500    40.474     0.145
   157.500    40.474     0.142
   162.500    40.474     0.077
   167.500    40.474     0.000
   172.500    40.474     0.032
   177.500    40.474     0.010
   182.500    40.474     0.010
  -182.500    45.187     0.896
  -177.500    45.187     0.896
  -172.500    45.187     1.532
  -167.500    45.187     1.033
  -162.500    45.187     1.003
  -157.500    45.187     0.602
  -152.500    45.187     0.683
  -147.500    45.187     0.932
  -142.500    45.187     1.621
  -137.500    45.187     1.007
  -132.500    45.187     1.484
  -127.500    45.187     1.134
  -122.500    45.187     1.419
  -117.500    45.187     0.444
  -112.500    45.187     0.841
  -107.500    45.187     0.765
  -102.500    45.187     1.271
   -97.500    45.187     1.284
   -92.500    45.187     1.144
   -87.500    45.187     0.896
   -82.500    45.187     1.532
   -77.500    45.187     1.033
   -72.500    45.187     1.003
   -67.500    45.187     0.602
   -62.500    45.187     0.683
   -57.500    45.187     0.932
   -52.500    45.187     1.621
   -47.500    45.187     1.007
   -42.500    45.187     1.484
   -37.500    45.187     1.134
   -32.500    45.187     1.419
   -27.500    45.187     0.444
   -22.500    45.187     0.841
   -17.500    45.187     0.765
   -12.500    45.187     1.271
    -7.500    45.187     1.284
    -2.500    45.187     1.144
     2.500    45.187     0.911
     7.500    45.187     1.517
    12.500    45.187     1.048
    17.500    45.187     0.988
    22.500    45.187     0.617
    27.500    45.187     0.668
    32.500    45.187     1.180
    37.500    45.187     1.373
    42.500    45.187     1.246
    47.500    45.187     1.246
    52.500    45.187     1.389
    57.500    45.187     1.165
    62.500    45.187     0.683
    67.500    45.187     0.602
    72.500    45.187     1.003
    77.500    45.187     1.033
    82.500    45.187     1.532
    87.500    45.187     0.896
    92.500    45.187     0.911
    97.500    45.187     1.517
   102.500    45.187     1.033
   107.500    45.187     1.003
   112.500    45.187     0.602
   117.500    45.187     0.683
   122.500    45.187     1.180
   127.500    45.187     1.373
   132.500    45.187     1.261
   137.500    45.187     1.231
   142.500    45.187     1.373
   147.500    45.187     1.180
   152.500    45.187     0.683
   157.500    45.187     0.602
   162.500    45.187     1.003
   167.500    45.187     1.033
   172.500    45.187     1.532
   177.500    45.187     0.896
   182.500    45.187     0.896
  -182.500    49.902     0.017
  -177.500    49.902     0.017
  -172.500    49.902     0.023
  -167.500    49.902     0.141
  -162.500    49.902     0.167
  -157.500    49.902     0.951
  -152.500    49.902     0.133
  -147.500    49.902     0.452
  -142.500    49.902     0.513
  -137.500    49.902     0.207
  -132.500    49.902     0.207
  -127.500    49.902     0.513
  -122.500    49.902     0.452
  -117.500    49.902     0.133
  -112.500    49.902     0.951
  -107.500    49.902     0.167
  -102.500    49.902     0.141
   -97.500    49.902     0.023
   -92.500    49.902     0.017
   -87.500    49.902     0.017
   -82.500    49.902     0.023
   -77.500    49.902     0.141
   -72.500    49.902     0.167
   -67.500    49.902     0.951
   -62.500    49.902     0.133
   -57.500    49.902     0.452
   -52.500    49.902     0.513
   -47.500    49.902     0.207
   -42.500    49.902     0.207
   -37.500    49.902     0.513
   -32.500    49.902     0.452
   -27.500    49.902     0.133
   -22.500    49.902     0.951
   -17.500    49.902     0.167
   -12.500    49.902     0.141
    -7.500    49.902     0.023
    -2.500    49.902     0.017
     2.500    49.902     0.017
     7.500    49.902     0.023
    12.500    49.902     0.141
    17.500    49.902     0.167
    22.500    49.902     0.951
    27.500    49.902     0.133
    32.500    49.902     0.452
    37.500    49.902     0.513
    42.500    49.902     0.207
    47.500    49.902     0.207
    52.500    49.902     0.513
    57.500    49.902     0.452
    62.500    49.902     0.133
    67.500    49.902     0.951
    72.500    49.902     0.167
    77.500    49.902     0.141
    82.500    49.902     0.023
    87.500    49.902     0.017
    92.500    49.902     0.017
    97.500    49.902     0.023
   102.500    49.902     0.141
   107.500    49.902     0.167
   112.500    49.902     0.951
   117.500    49.902     0.133
   122.500    49.902     0.452
   127.500    49.902     0.513
   132.500    49.902     0.207
   137.500    49.902     0.207
   142.500    49.902     0.513
   147.500    49.902     0.452
   152.500    49.902     0.133
   157.500    49.902     0.951
   162.500    49.902     0.167
   167.500    49.902     0.141
   172.500    49.902     0.023
   177.500    49.902     0.017
   182.500    49.902     0.017
  -182.500    54.618     1.619
  -177.500    54.618     1.619
  -172.500    54.618     1.026
  -167.500    54.618     1.123
  -162.500    54.618     0.594
  -157.500    54.618     0.204
  -152.500    54.618     1.026
  -147.500    54.618     1.507
  -142.500    54.618     0.492
  -137.500    54.618     1.109
  -132.500    54.618     1.295
  -127.500    54.618     0.303
  -122.500    54.618     1.696
  -117.500    54.618     0.931
  -112.500    54.618     0.299
  -107.500    54.618     0.501
  -102.500    54.618     1.216
   -97.500    54.618     0.932
   -92.500    54.618     1.713
   -87.500    54.618     1.619
   -82.500    54.618     1.026
   -77.500    54.618     1.123
   -72.500    54.618     0.594
   -67.500    54.618     0.204
   -62.500    54.618     1.026
   -57.500    54.618     1.507
   -52.500    54.618     0.492
   -47.500    54.618     1.109
   -42.500    54.618     1.295
   -37.500    54.618     0.303
   -32.500    54.618     1.696
   -27.500    54.618     0.931
   -22.500    54.618     0.299
   -17.500    54.618     0.501
   -12.500    54.618     1.216
    -7.500    54.618     0.932
    -2.500    54.618     1.713
     2.500    54.618     1.623
     7.500    54.618     1.022
    12.500    54.618     1.127
    17.500    54.618     0.591
    22.500    54.618     0.213
    27.500    54.618     1.017
    32.500    54.618     1.610
    37.500    54.618     0.389
    42.500    54.618     1.202
    47.500    54.618     1.202
    52.500    54.618     0.402
    57.500    54.618     1.597
    62.500    54.618     1.026
    67.500    54.618     0.204
    72.500    54.618     0.594
    77.500    54.618     1.123
    82.500    54.618     1.026
    87.500    54.618     1.619
    92.500    54.618     1.628
    97.500    54.618     1.017
   102.500    54.618     1.127
   107.500    54.618     0.591
   112.500    54.618     0.208
   117.500    54.618     1.023
   122.500    54.618     1.601
   127.500    54.618     0.398
   132.500    54.618     1.211
   137.500    54.618     1.193
   142.500    54.618     0.398
   147.500    54.618     1.601
   152.500    54.618     1.026
   157.500    54.618     0.204
   162.500    54.618     0.594
   167.500    54.618     1.123
   172.500    54.618     1.026
   177.500    54.618     1.619
   182.500    54.618     1.619
  -182.500    59.334     0.069
  -177.500    59.334     0.069
  -172.500    59.334     0.126
  -167.500    59.334     0.378
  -162.500    59.334     1.482
  -157.500    59.334     1.190
  -152.500    59.334     0.261
  -147.500    59.334     0.675
  -142.500    59.334     1.320
  -137.500    59.334     0.219
  -132.500    59.334     0.219
  -127.500    59.334     1.320
  -122.500    59.334     0.675
  -117.500    59.334     0.261
  -112.500    59.334     1.190
  -107.500    59.334     1.482
  -102.500    59.334     0.378
   -97.500    59.334     0.126
   -92.500    59.334     0.069
   -87.500    59.334     0.069
   -82.500    59.334     0.126
   -77.500    59.334     0.378
   -72.500    59.334     1.482
   -67.500    59.334     1.190
   -62.500    59.334     0.261
   -57.500    59.334     0.675
   -52.500    59.334     1.320
   -47.500    59.334     0.219
   -42.500    59.334     0.219
   -37.500    59.334     1.320
   -32.500    59.334     0.675
   -27.500    59.334     0.261
   -22.500    59.334     1.190
   -17.500    59.334     1.482
   -12.500    59.334     0.378
    -7.500    59.334     0.126
    -2.500    59.334     0.069
     2.500    59.334     0.069
     7.500    59.334     0.126
    12.500    59.334     0.378
    17.500    59.334     1.482
    22.500    59.334     1.190
    27.500    59.334     0.261
    32.500    59.334     0.675
    37.500    59.334     1.320
    42.500    59.334     0.219
    47.500    59.334     0.219
    52.500    59.334     1.320
    57.500    59.334     0.675
    62.500    59.334     0.261
    67.500    59.334     1.190
    72.500    59.334     1.482
    77.500    59.334     0.378
    82.500    59.334     0.126
    87.500    59.334     0.069
    92.500    59.334     0.069
    97.500    59.334     0.126
   102.500    59.334     0.378
   107.500    59.334     1.482
   112.500    59.334     1.190
   117.500    59.334     0.261
   122.500    59.334     0.675
   127.500    59.334     1.320
   132.500    59.334     0.219
   137.500    59.334     0.219
   142.500    59.334     1.320
   147.500    59.334     0.675
   152.500    59.334     0.261
   157.500    59.334     1.190
   162.500    59.334     1.482
   167.500    59.334     0.378
   172.500    59.334     0.126
   177.500    59.334     0.069
   182.500    59.334     0.069
  -182.500    64.051     1.751
  -177.500    64.051     1.751
  -172.500    64.051     1.662
  -167.500    64.051     0.415
  -162.500    64.051     0.272
  -157.500    64.051     2.174
  -152.500    64.051     2.142
  -147.500    64.051     0.149
  -142.500    64.051     1.311
  -137.500    64.051     0.870
  -132.500    64.051     0.954
  -127.500    64.051     1.229
  -122.500    64.051     0.231
  -117.500    64.051     2.100
  -112.500    64.051     2.216
  -107.500    64.051     0.229
  -102.500    64.051     0.457
   -97.500    64.051     1.623
   -92.500    64.051     1.790
   -87.500    64.051     1.751
   -82.500    64.051     1.662
   -77.500    64.051     0.415
   -72.500    64.051     0.272
   -67.500    64.051     2.174
   -62.500    64.051     2.142
   -57.500    64.051     0.149
   -52.500    64.051     1.311
   -47.500    64.051     0.870
   -42.500    64.051     0.954
   -37.500    64.051     1.229
   -32.500    64.051     0.231
   -27.500    64.051     2.100
   -22.500    64.051     2.216
   -17.500    64.051     0.229
   -12.500    64.051     0.457
    -7.500    64.051     1.623
    -2.500    64.051     1.790
     2.500    64.051     1.752
     7.500    64.051     1.661
    12.500    64.051     0.416
    17.500    64.051     0.270
    22.500    64.051     2.178
    27.500    64.051     2.138
    32.500    64.051     0.190
    37.500    64.051     1.270
    42.500    64.051     0.916
    47.500    64.051     0.908
    52.500    64.051     1.273
    57.500    64.051     0.188
    62.500    64.051     2.142
    67.500    64.051     2.174
    72.500    64.051     0.272
    77.500    64.051     0.415
    82.500    64.051     1.662
    87.500    64.051     1.751
    92.500    64.051     1.754
    97.500    64.051     1.658
   102.500    64.051     0.416
   107.500    64.051     0.270
   112.500    64.051     2.176
   117.500    64.051     2.140
   122.500    64.051     0.189
   127.500    64.051     1.271
   132.500    64.051     0.916
   137.500    64.051     0.908
   142.500    64.051     1.273
   147.500    64.051     0.188
   152.500    64.051     2.142
   157.500    64.051     2.174
   162.500    64.051     0.272
   167.500    64.051     0.415
   172.500    64.051     1.662
   177.500    64.051     1.751
   182.500    64.051     1.751
  -182.500    68.769     0.156
  -177.500    68.769     0.156
  -172.500    68.769     0.471
  -167.500    68.769     2.277
  -162.500    68.769     2.569
  -157.500    68.769     0.187
  -152.500    68.769     1.650
  -147.500    68.769     1.443
  -142.500    68.769     0.687
  -137.500    68.769     0.282
  -132.500    68.769     0.282
  -127.500    68.769     0.687
  -122.500    68.769     1.443
  -117.500    68.769     1.650
  -112.500    68.769     0.187
  -107.500    68.769     2.569
  -102.500    68.769     2.277
   -97.500    68.769     0.471
   -92.500    68.769     0.156
   -87.500    68.769     0.156
   -82.500    68.769     0.471
   -77.500    68.769     2.277
   -72.500    68.769     2.569
   -67.500    68.769     0.187
   -62.500    68.769     1.650
   -57.500    68.769     1.443
   -52.500    68.769     0.687
   -47.500    68.769     0.282
   -42.500    68.769     0.282
   -37.500    68.769     0.687
   -32.500    68.769     1.443
   -27.500    68.769     1.650
   -22.500    68.769     0.187
   -17.500    68.769     2.569
   -12.500    68.769     2.277
    -7.500    68.769     0.471
    -2.500    68.769     0.156
     2.500    68.769     0.156
     7.500    68.769     0.471
    12.500    68.769     2.277
    17.500    68.769     2.569
    22.500    68.769     0.187
    27.500    68.769     1.650
    32.500    68.769     1.443
    37.500    68.769     0.687
    42.500    68.769     0.282
    47.500    68.769     0.282
    52.500    68.769     0.687
    57.500    68.769     1.443
    62.500    68.769     1.650
    67.500    68.769     0.187
    72.500    68.769     2.569
    77.500    68.769     2.277
    82.500    68.769     0.471
    87.500    68.769     0.156
    92.500    68.769     0.156
    97.500    68.769     0.471
   102.500    68.769     2.277
   107.500    68.769     2.569
   112.500    68.769     0.187
   117.500    68.769     1.650
   122.500    68.769     1.443
   127.500    68.769     0.687
   132.500    68.769     0.282
   137.500    68.769     0.282
   142.500    68.769     0.687
   147.500    68.769     1.443
   152.500    68.769     1.650
   157.500    68.769     0.187
   162.500    68.769     2.569
   167.500    68.769     2.277
   172.500    68.769     0.471
   177.500    68.769     0.156
   182.500    68.769     0.156
  -182.500    73.487     1.982
  -177.500    73.487     1.982
  -172.500    73.487     1.193
  -167.500    73.487     0.280
  -162.500    73.487     3.104
  -157.500    73.487     2.194
  -152.500    73.487     0.543
  -147.500    73.487     1.045
  -142.500    73.487     0.216
  -137.500    73.487     0.802
  -132.500    73.487     0.859
  -127.500    73.487     0.162
  -122.500    73.487     1.099
  -117.500    73.487     0.513
  -112.500    73.487     2.224
  -107.500    73.487     3.075
  -102.500    73.487     0.309
   -97.500    73.487     1.168
   -92.500    73.487     2.007
   -87.500    73.487     1.982
   -82.500    73.487     1.193
   -77.500    73.487     0.280
   -72.500    73.487     3.104
   -67.500    73.487     2.194
   -62.500    73.487     0.543
   -57.500    73.487     1.045
   -52.500    73.487     0.216
   -47.500    73.487     0.802
   -42.500    73.487     0.859
   -37.500    73.487     0.162
   -32.500    73.487     1.099
   -27.500    73.487     0.513
   -22.500    73.487     2.224
   -17.500    73.487     3.075
   -12.500    73.487     0.309
    -7.500    73.487     1.168
    -2.500    73.487     2.007
     2.500    73.487     1.983
     7.500    73.487     1.192
    12.500    73.487     0.281
    17.500    73.487     3.103
    22.500    73.487     2.195
    27.500    73.487     0.542
    32.500    73.487     1.071
    37.500    73.487     0.191
    42.500    73.487     0.832
    47.500    73.487     0.830
    52.500    73.487     0.193
    57.500    73.487     1.069
    62.500    73.487     0.543
    67.500    73.487     2.194
    72.500    73.487     3.104
    77.500    73.487     0.280
    82.500    73.487     1.193
    87.500    73.487     1.982
