text_01.dat                                                                     
poles     1  0  0
      phi     theta      int
   142.500    64.051     1.088
   147.500    64.051     0.698
   152.500    64.051     1.486
   157.500    64.051     0.897
   162.500    64.051     1.251
   167.500    64.051     0.959
   172.500    64.051     0.859
   177.500    64.051     0.683
   182.500    64.051     0.683
  -182.500    68.769     1.382
  -177.500    68.769     1.382
  -172.500    68.769     1.533
  -167.500    68.769     1.043
  -162.500    68.769     1.252
  -157.500    68.769     0.778
  -152.500    68.769     0.938
  -147.500    68.769     0.807
  -142.500    68.769     0.907
  -137.500    68.769     0.671
  -132.500    68.769     0.671
  -127.500    68.769     0.907
  -122.500    68.769     0.807
  -117.500    68.769     0.938
  -112.500    68.769     0.778
  -107.500    68.769     1.252
  -102.500    68.769     1.043
   -97.500    68.769     1.533
   -92.500    68.769     1.382
   -87.500    68.769     1.382
   -82.500    68.769     1.533
   -77.500    68.769     1.043
   -72.500    68.769     1.252
   -67.500    68.769     0.778
   -62.500    68.769     0.938
   -57.500    68.769     0.807
   -52.500    68.769     0.907
   -47.500    68.769     0.671
   -42.500    68.769     0.671
   -37.500    68.769     0.907
   -32.500    68.769     0.807
   -27.500    68.769     0.938
   -22.500    68.769     0.778
   -17.500    68.769     1.252
   -12.500    68.769     1.043
    -7.500    68.769     1.533
    -2.500    68.769     1.382
     2.500    68.769     1.382
     7.500    68.769     1.533
    12.500    68.769     1.043
    17.500    68.769     1.252
    22.500    68.769     0.778
    27.500    68.769     0.938
    32.500    68.769     0.807
    37.500    68.769     0.907
    42.500    68.769     0.671
    47.500    68.769     0.671
    52.500    68.769     0.907
    57.500    68.769     0.807
    62.500    68.769     0.938
    67.500    68.769     0.778
    72.500    68.769     1.252
    77.500    68.769     1.043
    82.500    68.769     1.533
    87.500    68.769     1.382
    92.500    68.769     1.382
    97.500    68.769     1.533
   102.500    68.769     1.043
   107.500    68.769     1.252
   112.500    68.769     0.778
   117.500    68.769     0.938
   122.500    68.769     0.807
   127.500    68.769     0.907
   132.500    68.769     0.671
   137.500    68.769     0.671
   142.500    68.769     0.907
   147.500    68.769     0.807
   152.500    68.769     0.938
   157.500    68.769     0.778
   162.500    68.769     1.252
   167.500    68.769     1.043
   172.500    68.769     1.533
   177.500    68.769     1.382
   182.500    68.769     1.382
  -182.500    73.487     0.848
  -177.500    73.487     0.848
  -172.500    73.487     0.917
  -167.500    73.487     1.153
  -162.500    73.487     1.176
  -157.500    73.487     1.228
  -152.500    73.487     1.159
  -147.500    73.487     0.839
  -142.500    73.487     0.957
  -137.500    73.487     0.856
  -132.500    73.487     0.856
  -127.500    73.487     0.957
  -122.500    73.487     0.839
  -117.500    73.487     1.159
  -112.500    73.487     1.228
  -107.500    73.487     1.176
  -102.500    73.487     1.153
   -97.500    73.487     0.917
   -92.500    73.487     0.848
   -87.500    73.487     0.848
   -82.500    73.487     0.917
   -77.500    73.487     1.153
   -72.500    73.487     1.176
   -67.500    73.487     1.228
   -62.500    73.487     1.159
   -57.500    73.487     0.839
   -52.500    73.487     0.957
   -47.500    73.487     0.856
   -42.500    73.487     0.856
   -37.500    73.487     0.957
   -32.500    73.487     0.839
   -27.500    73.487     1.159
   -22.500    73.487     1.228
   -17.500    73.487     1.176
   -12.500    73.487     1.153
    -7.500    73.487     0.917
    -2.500    73.487     0.848
     2.500    73.487     0.848
     7.500    73.487     0.917
    12.500    73.487     1.153
    17.500    73.487     1.176
    22.500    73.487     1.228
    27.500    73.487     1.159
    32.500    73.487     0.839
    37.500    73.487     0.957
    42.500    73.487     0.856
    47.500    73.487     0.856
    52.500    73.487     0.957
    57.500    73.487     0.839
    62.500    73.487     1.159
    67.500    73.487     1.228
    72.500    73.487     1.176
    77.500    73.487     1.153
    82.500    73.487     0.917
    87.500    73.487     0.848
    92.500    73.487     0.848
    97.500    73.487     0.917
   102.500    73.487     1.153
   107.500    73.487     1.176
   112.500    73.487     1.228
   117.500    73.487     1.159
   122.500    73.487     0.839
   127.500    73.487     0.957
   132.500    73.487     0.856
   137.500    73.487     0.856
   142.500    73.487     0.957
   147.500    73.487     0.839
   152.500    73.487     1.159
   157.500    73.487     1.228
   162.500    73.487     1.176
   167.500    73.487     1.153
   172.500    73.487     0.917
   177.500    73.487     0.848
   182.500    73.487     0.848
  -182.500    78.205     1.277
  -177.500    78.205     1.277
  -172.500    78.205     1.296
  -167.500    78.205     1.461
  -162.500    78.205     1.082
  -157.500    78.205     1.132
  -152.500    78.205     0.925
  -147.500    78.205     1.024
  -142.500    78.205     0.759
  -137.500    78.205     0.836
  -132.500    78.205     0.836
  -127.500    78.205     0.759
  -122.500    78.205     1.024
  -117.500    78.205     0.925
  -112.500    78.205     1.132
  -107.500    78.205     1.082
  -102.500    78.205     1.461
   -97.500    78.205     1.296
   -92.500    78.205     1.277
   -87.500    78.205     1.277
   -82.500    78.205     1.296
   -77.500    78.205     1.461
   -72.500    78.205     1.082
   -67.500    78.205     1.132
   -62.500    78.205     0.925
   -57.500    78.205     1.024
   -52.500    78.205     0.759
   -47.500    78.205     0.836
   -42.500    78.205     0.836
   -37.500    78.205     0.759
   -32.500    78.205     1.024
   -27.500    78.205     0.925
   -22.500    78.205     1.132
   -17.500    78.205     1.082
   -12.500    78.205     1.461
    -7.500    78.205     1.296
    -2.500    78.205     1.277
     2.500    78.205     1.277
     7.500    78.205     1.296
    12.500    78.205     1.461
    17.500    78.205     1.082
    22.500    78.205     1.132
    27.500    78.205     0.925
    32.500    78.205     1.024
    37.500    78.205     0.759
    42.500    78.205     0.836
    47.500    78.205     0.836
    52.500    78.205     0.759
    57.500    78.205     1.024
    62.500    78.205     0.925
    67.500    78.205     1.132
    72.500    78.205     1.082
    77.500    78.205     1.461
    82.500    78.205     1.296
    87.500    78.205     1.277
    92.500    78.205     1.277
    97.500    78.205     1.296
   102.500    78.205     1.461
   107.500    78.205     1.082
   112.500    78.205     1.132
   117.500    78.205     0.925
   122.500    78.205     1.024
   127.500    78.205     0.759
   132.500    78.205     0.836
   137.500    78.205     0.836
   142.500    78.205     0.759
   147.500    78.205     1.024
   152.500    78.205     0.925
   157.500    78.205     1.132
   162.500    78.205     1.082
   167.500    78.205     1.461
   172.500    78.205     1.296
   177.500    78.205     1.277
   182.500    78.205     1.277
  -182.500    82.923     0.870
  -177.500    82.923     0.870
  -172.500    82.923     0.891
  -167.500    82.923     1.223
  -162.500    82.923     1.057
  -157.500    82.923     1.394
  -152.500    82.923     0.909
  -147.500    82.923     1.026
  -142.500    82.923     0.859
  -137.500    82.923     0.878
  -132.500    82.923     0.878
  -127.500    82.923     0.859
  -122.500    82.923     1.026
  -117.500    82.923     0.909
  -112.500    82.923     1.394
  -107.500    82.923     1.057
  -102.500    82.923     1.223
   -97.500    82.923     0.891
   -92.500    82.923     0.870
   -87.500    82.923     0.870
   -82.500    82.923     0.891
   -77.500    82.923     1.223
   -72.500    82.923     1.057
   -67.500    82.923     1.394
   -62.500    82.923     0.909
   -57.500    82.923     1.026
   -52.500    82.923     0.859
   -47.500    82.923     0.878
   -42.500    82.923     0.878
   -37.500    82.923     0.859
   -32.500    82.923     1.026
   -27.500    82.923     0.909
   -22.500    82.923     1.394
   -17.500    82.923     1.057
   -12.500    82.923     1.223
    -7.500    82.923     0.891
    -2.500    82.923     0.870
     2.500    82.923     0.870
     7.500    82.923     0.891
    12.500    82.923     1.223
    17.500    82.923     1.057
    22.500    82.923     1.394
    27.500    82.923     0.909
    32.500    82.923     1.026
    37.500    82.923     0.859
    42.500    82.923     0.878
    47.500    82.923     0.878
    52.500    82.923     0.859
    57.500    82.923     1.026
    62.500    82.923     0.909
    67.500    82.923     1.394
    72.500    82.923     1.057
    77.500    82.923     1.223
    82.500    82.923     0.891
    87.500    82.923     0.870
    92.500    82.923     0.870
    97.500    82.923     0.891
   102.500    82.923     1.223
   107.500    82.923     1.057
   112.500    82.923     1.394
   117.500    82.923     0.909
   122.500    82.923     1.026
   127.500    82.923     0.859
   132.500    82.923     0.878
   137.500    82.923     0.878
   142.500    82.923     0.859
   147.500    82.923     1.026
   152.500    82.923     0.909
   157.500    82.923     1.394
   162.500    82.923     1.057
   167.500    82.923     1.223
   172.500    82.923     0.891
   177.500    82.923     0.870
   182.500    82.923     0.870
  -182.500    87.641     0.983
  -177.500    87.641     0.983
  -172.500    87.641     1.003
  -167.500    87.641     1.179
  -162.500    87.641     1.044
  -157.500    87.641     1.135
  -152.500    87.641     0.986
  -147.500    87.641     1.168
  -142.500    87.641     1.052
  -137.500    87.641     1.124
  -132.500    87.641     1.124
  -127.500    87.641     1.052
  -122.500    87.641     1.168
  -117.500    87.641     0.986
  -112.500    87.641     1.135
  -107.500    87.641     1.044
  -102.500    87.641     1.179
   -97.500    87.641     1.003
   -92.500    87.641     0.983
   -87.500    87.641     0.983
   -82.500    87.641     1.003
   -77.500    87.641     1.179
   -72.500    87.641     1.044
   -67.500    87.641     1.135
   -62.500    87.641     0.986
   -57.500    87.641     1.168
   -52.500    87.641     1.052
   -47.500    87.641     1.124
   -42.500    87.641     1.124
   -37.500    87.641     1.052
   -32.500    87.641     1.168
   -27.500    87.641     0.986
   -22.500    87.641     1.135
   -17.500    87.641     1.044
   -12.500    87.641     1.179
    -7.500    87.641     1.003
    -2.500    87.641     0.983
     2.500    87.641     0.983
     7.500    87.641     1.003
    12.500    87.641     1.179
    17.500    87.641     1.044
    22.500    87.641     1.135
    27.500    87.641     0.986
    32.500    87.641     1.168
    37.500    87.641     1.052
    42.500    87.641     1.124
    47.500    87.641     1.124
    52.500    87.641     1.052
    57.500    87.641     1.168
    62.500    87.641     0.986
    67.500    87.641     1.135
    72.500    87.641     1.044
    77.500    87.641     1.179
    82.500    87.641     1.003
    87.500    87.641     0.983
    92.500    87.641     0.983
    97.500    87.641     1.003
   102.500    87.641     1.179
   107.500    87.641     1.044
   112.500    87.641     1.135
   117.500    87.641     0.986
   122.500    87.641     1.168
   127.500    87.641     1.052
   132.500    87.641     1.124
   137.500    87.641     1.124
   142.500    87.641     1.052
   147.500    87.641     1.168
   152.500    87.641     0.986
   157.500    87.641     1.135
   162.500    87.641     1.044
   167.500    87.641     1.179
   172.500    87.641     1.003
   177.500    87.641     0.983
   182.500    87.641     0.983
  -182.500    92.359     0.983
  -177.500    92.359     0.983
  -172.500    92.359     1.003
  -167.500    92.359     1.179
  -162.500    92.359     1.044
  -157.500    92.359     1.135
  -152.500    92.359     0.986
  -147.500    92.359     1.168
  -142.500    92.359     1.052
  -137.500    92.359     1.124
  -132.500    92.359     1.124
  -127.500    92.359     1.052
  -122.500    92.359     1.168
  -117.500    92.359     0.986
  -112.500    92.359     1.135
  -107.500    92.359     1.044
  -102.500    92.359     1.179
   -97.500    92.359     1.003
   -92.500    92.359     0.983
   -87.500    92.359     0.983
   -82.500    92.359     1.003
   -77.500    92.359     1.179
   -72.500    92.359     1.044
   -67.500    92.359     1.135
   -62.500    92.359     0.986
   -57.500    92.359     1.168
   -52.500    92.359     1.052
   -47.500    92.359     1.124
   -42.500    92.359     1.124
   -37.500    92.359     1.052
   -32.500    92.359     1.168
   -27.500    92.359     0.986
   -22.500    92.359     1.135
   -17.500    92.359     1.044
   -12.500    92.359     1.179
    -7.500    92.359     1.003
    -2.500    92.359     0.983
     2.500    92.359     0.983
     7.500    92.359     1.003
    12.500    92.359     1.179
    17.500    92.359     1.044
    22.500    92.359     1.135
    27.500    92.359     0.986
    32.500    92.359     1.168
    37.500    92.359     1.052
    42.500    92.359     1.124
    47.500    92.359     1.124
    52.500    92.359     1.052
    57.500    92.359     1.168
    62.500    92.359     0.986
    67.500    92.359     1.135
    72.500    92.359     1.044
    77.500    92.359     1.179
    82.500    92.359     1.003
    87.500    92.359     0.983
    92.500    92.359     0.983
    97.500    92.359     1.003
   102.500    92.359     1.179
   107.500    92.359     1.044
   112.500    92.359     1.135
   117.500    92.359     0.986
   122.500    92.359     1.168
   127.500    92.359     1.052
   132.500    92.359     1.124
   137.500    92.359     1.124
   142.500    92.359     1.052
   147.500    92.359     1.168
   152.500    92.359     0.986
   157.500    92.359     1.135
   162.500    92.359     1.044
   167.500    92.359     1.179
   172.500    92.359     1.003
   177.500    92.359     0.983
   182.500    92.359     0.983
text_01.dat                                                                     
poles     0  1  0
      phi     theta      int
  -182.500     0.810     1.144
  -177.500     0.810     1.144
  -172.500     0.810     1.144
  -167.500     0.810     1.144
  -162.500     0.810     1.144
  -157.500     0.810     1.144
  -152.500     0.810     1.144
  -147.500     0.810     1.144
  -142.500     0.810     1.144
  -137.500     0.810     1.144
  -132.500     0.810     1.144
  -127.500     0.810     1.144
  -122.500     0.810     1.144
  -117.500     0.810     1.144
  -112.500     0.810     1.144
  -107.500     0.810     1.144
  -102.500     0.810     1.144
   -97.500     0.810     1.144
   -92.500     0.810     1.144
   -87.500     0.810     1.144
   -82.500     0.810     1.144
   -77.500     0.810     1.144
   -72.500     0.810     1.144
   -67.500     0.810     1.144
   -62.500     0.810     1.144
   -57.500     0.810     1.144
   -52.500     0.810     1.144
   -47.500     0.810     1.144
   -42.500     0.810     1.144
   -37.500     0.810     1.144
   -32.500     0.810     1.144
   -27.500     0.810     1.144
   -22.500     0.810     1.144
   -17.500     0.810     1.144
   -12.500     0.810     1.144
    -7.500     0.810     1.144
    -2.500     0.810     1.144
     2.500     0.810     1.144
     7.500     0.810     1.144
    12.500     0.810     1.144
    17.500     0.810     1.144
    22.500     0.810     1.144
    27.500     0.810     1.144
    32.500     0.810     1.144
    37.500     0.810     1.144
    42.500     0.810     1.144
    47.500     0.810     1.144
    52.500     0.810     1.144
    57.500     0.810     1.144
    62.500     0.810     1.144
    67.500     0.810     1.144
    72.500     0.810     1.144
    77.500     0.810     1.144
    82.500     0.810     1.144
    87.500     0.810     1.144
    92.500     0.810     1.144
    97.500     0.810     1.144
   102.500     0.810     1.144
   107.500     0.810     1.144
   112.500     0.810     1.144
   117.500     0.810     1.144
   122.500     0.810     1.144
   127.500     0.810     1.144
   132.500     0.810     1.144
   137.500     0.810     1.144
   142.500     0.810     1.144
   147.500     0.810     1.144
   152.500     0.810     1.144
   157.500     0.810     1.144
   162.500     0.810     1.144
   167.500     0.810     1.144
   172.500     0.810     1.144
   177.500     0.810     1.144
   182.500     0.810     1.144
  -182.500     7.729     1.330
  -177.500     7.729     1.330
  -172.500     7.729     1.466
  -167.500     7.729     1.193
  -162.500     7.729     1.091
  -157.500     7.729     0.741
  -152.500     7.729     0.484
  -147.500     7.729     0.350
  -142.500     7.729     0.216
  -137.500     7.729     0.187
  -132.500     7.729     0.187
  -127.500     7.729     0.216
  -122.500     7.729     0.350
  -117.500     7.729     0.484
  -112.500     7.729     0.741
  -107.500     7.729     1.091
  -102.500     7.729     1.193
   -97.500     7.729     1.466
   -92.500     7.729     1.330
   -87.500     7.729     1.330
   -82.500     7.729     1.466
   -77.500     7.729     1.193
   -72.500     7.729     1.091
   -67.500     7.729     0.741
   -62.500     7.729     0.484
   -57.500     7.729     0.350
   -52.500     7.729     0.216
   -47.500     7.729     0.187
   -42.500     7.729     0.187
   -37.500     7.729     0.216
   -32.500     7.729     0.350
   -27.500     7.729     0.484
   -22.500     7.729     0.741
   -17.500     7.729     1.091
   -12.500     7.729     1.193
    -7.500     7.729     1.466
    -2.500     7.729     1.330
     2.500     7.729     1.330
     7.500     7.729     1.466
    12.500     7.729     1.193
    17.500     7.729     1.091
    22.500     7.729     0.741
    27.500     7.729     0.484
    32.500     7.729     0.350
    37.500     7.729     0.216
    42.500     7.729     0.187
    47.500     7.729     0.187
    52.500     7.729     0.216
    57.500     7.729     0.350
    62.500     7.729     0.484
    67.500     7.729     0.741
    72.500     7.729     1.091
    77.500     7.729     1.193
    82.500     7.729     1.466
    87.500     7.729     1.330
    92.500     7.729     1.330
    97.500     7.729     1.466
   102.500     7.729     1.193
   107.500     7.729     1.091
   112.500     7.729     0.741
   117.500     7.729     0.484
   122.500     7.729     0.350
   127.500     7.729     0.216
   132.500     7.729     0.187
   137.500     7.729     0.187
   142.500     7.729     0.216
   147.500     7.729     0.350
   152.500     7.729     0.484
   157.500     7.729     0.741
   162.500     7.729     1.091
   167.500     7.729     1.193
   172.500     7.729     1.466
   177.500     7.729     1.330
   182.500     7.729     1.330
  -182.500    12.308     1.195
  -177.500    12.308     1.195
  -172.500    12.308     1.239
  -167.500    12.308     1.400
  -162.500    12.308     1.083
  -157.500    12.308     1.148
  -152.500    12.308     1.248
  -147.500    12.308     1.405
  -142.500    12.308     1.590
  -137.500    12.308     1.128
  -132.500    12.308     1.128
  -127.500    12.308     1.590
  -122.500    12.308     1.405
  -117.500    12.308     1.248
  -112.500    12.308     1.148
  -107.500    12.308     1.083
  -102.500    12.308     1.400
   -97.500    12.308     1.239
   -92.500    12.308     1.195
   -87.500    12.308     1.195
   -82.500    12.308     1.239
   -77.500    12.308     1.400
   -72.500    12.308     1.083
   -67.500    12.308     1.148
   -62.500    12.308     1.248
   -57.500    12.308     1.405
   -52.500    12.308     1.590
   -47.500    12.308     1.128
   -42.500    12.308     1.128
   -37.500    12.308     1.590
   -32.500    12.308     1.405
   -27.500    12.308     1.248
   -22.500    12.308     1.148
   -17.500    12.308     1.083
   -12.500    12.308     1.400
    -7.500    12.308     1.239
    -2.500    12.308     1.195
     2.500    12.308     1.195
     7.500    12.308     1.239
    12.500    12.308     1.400
    17.500    12.308     1.083
    22.500    12.308     1.148
    27.500    12.308     1.248
    32.500    12.308     1.405
    37.500    12.308     1.590
    42.500    12.308     1.128
    47.500    12.308     1.128
    52.500    12.308     1.590
    57.500    12.308     1.405
    62.500    12.308     1.248
    67.500    12.308     1.148
    72.500    12.308     1.083
    77.500    12.308     1.400
    82.500    12.308     1.239
    87.500    12.308     1.195
    92.500    12.308     1.195
    97.500    12.308     1.239
   102.500    12.308     1.400
   107.500    12.308     1.083
   112.500    12.308     1.148
   117.500    12.308     1.248
   122.500    12.308     1.405
   127.500    12.308     1.590
   132.500    12.308     1.128
   137.500    12.308     1.128
   142.500    12.308     1.590
   147.500    12.308     1.405
   152.500    12.308     1.248
   157.500    12.308     1.148
   162.500    12.308     1.083
   167.500    12.308     1.400
   172.500    12.308     1.239
   177.500    12.308     1.195
   182.500    12.308     1.195
  -182.500    16.966     0.717
  -177.500    16.966     0.717
  -172.500    16.966     0.968
  -167.500    16.966     0.898
  -162.500    16.966     0.675
  -157.500    16.966     0.735
  -152.500    16.966     0.772
  -147.500    16.966     1.410
  -142.500    16.966     1.292
  -137.500    16.966     1.563
  -132.500    16.966     1.563
  -127.500    16.966     1.292
  -122.500    16.966     1.410
  -117.500    16.966     0.772
  -112.500    16.966     0.735
  -107.500    16.966     0.675
  -102.500    16.966     0.898
   -97.500    16.966     0.968
   -92.500    16.966     0.717
   -87.500    16.966     0.717
   -82.500    16.966     0.968
   -77.500    16.966     0.898
   -72.500    16.966     0.675
   -67.500    16.966     0.735
   -62.500    16.966     0.772
   -57.500    16.966     1.410
   -52.500    16.966     1.292
   -47.500    16.966     1.563
   -42.500    16.966     1.563
   -37.500    16.966     1.292
   -32.500    16.966     1.410
   -27.500    16.966     0.772
   -22.500    16.966     0.735
   -17.500    16.966     0.675
   -12.500    16.966     0.898
    -7.500    16.966     0.968
    -2.500    16.966     0.717
     2.500    16.966     0.717
     7.500    16.966     0.968
    12.500    16.966     0.898
    17.500    16.966     0.675
    22.500    16.966     0.735
    27.500    16.966     0.772
    32.500    16.966     1.410
    37.500    16.966     1.292
    42.500    16.966     1.563
    47.500    16.966     1.563
    52.500    16.966     1.292
    57.500    16.966     1.410
    62.500    16.966     0.772
    67.500    16.966     0.735
    72.500    16.966     0.675
    77.500    16.966     0.898
    82.500    16.966     0.968
    87.500    16.966     0.717
    92.500    16.966     0.717
    97.500    16.966     0.968
   102.500    16.966     0.898
   107.500    16.966     0.675
   112.500    16.966     0.735
   117.500    16.966     0.772
   122.500    16.966     1.410
   127.500    16.966     1.292
   132.500    16.966     1.563
   137.500    16.966     1.563
   142.500    16.966     1.292
   147.500    16.966     1.410
   152.500    16.966     0.772
   157.500    16.966     0.735
   162.500    16.966     0.675
   167.500    16.966     0.898
   172.500    16.966     0.968
   177.500    16.966     0.717
   182.500    16.966     0.717
  -182.500    21.651     0.898
  -177.500    21.651     0.898
  -172.500    21.651     1.631
  -167.500    21.651     1.656
  -162.500    21.651     1.970
  -157.500    21.651     1.159
  -152.500    21.651     0.813
  -147.500    21.651     0.933
  -142.500    21.651     1.245
  -137.500    21.651     1.097
  -132.500    21.651     1.097
  -127.500    21.651     1.245
  -122.500    21.651     0.933
  -117.500    21.651     0.813
  -112.500    21.651     1.159
  -107.500    21.651     1.970
  -102.500    21.651     1.656
   -97.500    21.651     1.631
   -92.500    21.651     0.898
   -87.500    21.651     0.898
   -82.500    21.651     1.631
   -77.500    21.651     1.656
   -72.500    21.651     1.970
   -67.500    21.651     1.159
   -62.500    21.651     0.813
   -57.500    21.651     0.933
   -52.500    21.651     1.245
   -47.500    21.651     1.097
   -42.500    21.651     1.097
   -37.500    21.651     1.245
   -32.500    21.651     0.933
   -27.500    21.651     0.813
   -22.500    21.651     1.159
   -17.500    21.651     1.970
   -12.500    21.651     1.656
    -7.500    21.651     1.631
    -2.500    21.651     0.898
     2.500    21.651     0.898
     7.500    21.651     1.631
    12.500    21.651     1.656
    17.500    21.651     1.970
    22.500    21.651     1.159
    27.500    21.651     0.813
    32.500    21.651     0.933
    37.500    21.651     1.245
    42.500    21.651     1.097
    47.500    21.651     1.097
    52.500    21.651     1.245
    57.500    21.651     0.933
    62.500    21.651     0.813
    67.500    21.651     1.159
    72.500    21.651     1.970
    77.500    21.651     1.656
    82.500    21.651     1.631
    87.500    21.651     0.898
    92.500    21.651     0.898
    97.500    21.651     1.631
   102.500    21.651     1.656
   107.500    21.651     1.970
   112.500    21.651     1.159
   117.500    21.651     0.813
   122.500    21.651     0.933
   127.500    21.651     1.245
   132.500    21.651     1.097
   137.500    21.651     1.097
   142.500    21.651     1.245
   147.500    21.651     0.933
   152.500    21.651     0.813
   157.500    21.651     1.159
   162.500    21.651     1.970
   167.500    21.651     1.656
   172.500    21.651     1.631
   177.500    21.651     0.898
   182.500    21.651     0.898
  -182.500    26.348     0.616
  -177.500    26.348     0.616
  -172.500    26.348     0.762
  -167.500    26.348     0.683
  -162.500    26.348     0.999
  -157.500    26.348     1.142
  -152.500    26.348     1.010
  -147.500    26.348     1.370
  -142.500    26.348     1.511
  -137.500    26.348     0.760
  -132.500    26.348     0.760
  -127.500    26.348     1.511
  -122.500    26.348     1.370
  -117.500    26.348     1.010
  -112.500    26.348     1.142
  -107.500    26.348     0.999
  -102.500    26.348     0.683
   -97.500    26.348     0.762
   -92.500    26.348     0.616
   -87.500    26.348     0.616
   -82.500    26.348     0.762
   -77.500    26.348     0.683
   -72.500    26.348     0.999
   -67.500    26.348     1.142
   -62.500    26.348     1.010
   -57.500    26.348     1.370
   -52.500    26.348     1.511
   -47.500    26.348     0.760
   -42.500    26.348     0.760
   -37.500    26.348     1.511
   -32.500    26.348     1.370
   -27.500    26.348     1.010
   -22.500    26.348     1.142
   -17.500    26.348     0.999
   -12.500    26.348     0.683
    -7.500    26.348     0.762
    -2.500    26.348     0.616
     2.500    26.348     0.616
     7.500    26.348     0.762
    12.500    26.348     0.683
    17.500    26.348     0.999
    22.500    26.348     1.142
    27.500    26.348     1.010
    32.500    26.348     1.370
    37.500    26.348     1.511
    42.500    26.348     0.760
    47.500    26.348     0.760
    52.500    26.348     1.511
    57.500    26.348     1.370
    62.500    26.348     1.010
    67.500    26.348     1.142
    72.500    26.348     0.999
    77.500    26.348     0.683
    82.500    26.348     0.762
    87.500    26.348     0.616
    92.500    26.348     0.616
    97.500    26.348     0.762
   102.500    26.348     0.683
   107.500    26.348     0.999
   112.500    26.348     1.142
   117.500    26.348     1.010
   122.500    26.348     1.370
   127.500    26.348     1.511
   132.500    26.348     0.760
   137.500    26.348     0.760
   142.500    26.348     1.511
   147.500    26.348     1.370
   152.500    26.348     1.010
   157.500    26.348     1.142
   162.500    26.348     0.999
   167.500    26.348     0.683
   172.500    26.348     0.762
   177.500    26.348     0.616
   182.500    26.348     0.616
  -182.500    31.053     1.394
  -177.500    31.053     1.394
  -172.500    31.053     1.865
  -167.500    31.053     1.536
  -162.500    31.053     0.880
  -157.500    31.053     0.890
  -152.500    31.053     1.120
  -147.500    31.053     0.992
  -142.500    31.053     1.393
  -137.500    31.053     0.773
  -132.500    31.053     0.773
  -127.500    31.053     1.393
  -122.500    31.053     0.992
  -117.500    31.053     1.120
  -112.500    31.053     0.890
  -107.500    31.053     0.880
  -102.500    31.053     1.536
   -97.500    31.053     1.865
   -92.500    31.053     1.394
   -87.500    31.053     1.394
   -82.500    31.053     1.865
   -77.500    31.053     1.536
   -72.500    31.053     0.880
   -67.500    31.053     0.890
   -62.500    31.053     1.120
   -57.500    31.053     0.992
   -52.500    31.053     1.393
   -47.500    31.053     0.773
   -42.500    31.053     0.773
   -37.500    31.053     1.393
   -32.500    31.053     0.992
   -27.500    31.053     1.120
   -22.500    31.053     0.890
   -17.500    31.053     0.880
   -12.500    31.053     1.536
    -7.500    31.053     1.865
    -2.500    31.053     1.394
     2.500    31.053     1.394
     7.500    31.053     1.865
    12.500    31.053     1.536
    17.500    31.053     0.880
    22.500    31.053     0.890
    27.500    31.053     1.120
    32.500    31.053     0.992
    37.500    31.053     1.393
    42.500    31.053     0.773
    47.500    31.053     0.773
    52.500    31.053     1.393
    57.500    31.053     0.992
    62.500    31.053     1.120
    67.500    31.053     0.890
    72.500    31.053     0.880
    77.500    31.053     1.536
    82.500    31.053     1.865
    87.500    31.053     1.394
    92.500    31.053     1.394
    97.500    31.053     1.865
   102.500    31.053     1.536
   107.500    31.053     0.880
   112.500    31.053     0.890
   117.500    31.053     1.120
   122.500    31.053     0.992
   127.500    31.053     1.393
   132.500    31.053     0.773
   137.500    31.053     0.773
   142.500    31.053     1.393
   147.500    31.053     0.992
   152.500    31.053     1.120
   157.500    31.053     0.890
   162.500    31.053     0.880
   167.500    31.053     1.536
   172.500    31.053     1.865
   177.500    31.053     1.394
   182.500    31.053     1.394
  -182.500    35.762     0.611
  -177.500    35.762     0.611
  -172.500    35.762     0.541
  -167.500    35.762     0.779
  -162.500    35.762     0.965
  -157.500    35.762     1.163
  -152.500    35.762     1.018
  -147.500    35.762     0.645
  -142.500    35.762     0.691
  -137.500    35.762     1.247
  -132.500    35.762     1.247
  -127.500    35.762     0.691
  -122.500    35.762     0.645
  -117.500    35.762     1.018
  -112.500    35.762     1.163
  -107.500    35.762     0.965
  -102.500    35.762     0.779
   -97.500    35.762     0.541
   -92.500    35.762     0.611
   -87.500    35.762     0.611
   -82.500    35.762     0.541
   -77.500    35.762     0.779
   -72.500    35.762     0.965
   -67.500    35.762     1.163
   -62.500    35.762     1.018
   -57.500    35.762     0.645
   -52.500    35.762     0.691
   -47.500    35.762     1.247
   -42.500    35.762     1.247
   -37.500    35.762     0.691
   -32.500    35.762     0.645
   -27.500    35.762     1.018
   -22.500    35.762     1.163
   -17.500    35.762     0.965
   -12.500    35.762     0.779
    -7.500    35.762     0.541
    -2.500    35.762     0.611
     2.500    35.762     0.611
     7.500    35.762     0.541
    12.500    35.762     0.779
    17.500    35.762     0.965
    22.500    35.762     1.163
    27.500    35.762     1.018
    32.500    35.762     0.645
    37.500    35.762     0.691
    42.500    35.762     1.247
    47.500    35.762     1.247
    52.500    35.762     0.691
    57.500    35.762     0.645
    62.500    35.762     1.018
    67.500    35.762     1.163
    72.500    35.762     0.965
    77.500    35.762     0.779
    82.500    35.762     0.541
    87.500    35.762     0.611
    92.500    35.762     0.611
    97.500    35.762     0.541
   102.500    35.762     0.779
   107.500    35.762     0.965
   112.500    35.762     1.163
   117.500    35.762     1.018
