      89.430     179.011     179.260       0.000909
      90.570       0.989      -0.740       0.000909
     -90.000       0.814       0.000       0.000909
     -90.130     179.526       0.000       0.000909
      89.430     178.982     179.260       0.000909
      90.570       1.018      -0.740       0.000909
     -90.000       0.838       0.000       0.000909
     -90.130     179.512       0.000       0.000909
      89.430     178.951     179.260       0.000909
      90.570       1.049      -0.740       0.000909
     -90.000       0.863       0.000       0.000909
     -90.130     179.497       0.000       0.000909
      89.430     178.920     179.260       0.000909
      90.570       1.080      -0.740       0.000909
     -90.000       0.889       0.000       0.000909
     -90.130     179.482       0.000       0.000909
      89.430     178.887     179.260       0.000909
      90.570       1.113      -0.740       0.000909
     -90.000       0.916       0.000       0.000909
     -90.130     179.467       0.000       0.000909
      89.430     178.854     179.260       0.000909
      90.570       1.146      -0.740       0.000909
     -90.000       0.943       0.000       0.000909
     -90.130     179.451       0.000       0.000909
      89.430     178.819     179.260       0.000909
      90.570       1.181      -0.740       0.000909
     -90.000       0.972       0.000       0.000909
     -90.130     179.434       0.000       0.000909
      89.430     178.784     179.260       0.000909
      90.570       1.216      -0.740       0.000909
     -90.000       1.001       0.000       0.000909
     -90.130     179.417       0.000       0.000909
      89.430     178.748     179.260       0.000909
      90.570       1.252      -0.740       0.000909
     -90.000       1.031       0.000       0.000909
     -90.130     179.400       0.000       0.000909
      89.430     178.710     179.260       0.000909
      90.570       1.290      -0.740       0.000909
     -90.000       1.062       0.000       0.000909
     -90.130     179.382       0.000       0.000909
      89.431     178.671     179.261       0.000909
      90.569       1.329      -0.739       0.000909
     -90.000       1.093       0.000       0.000909
     -90.130     179.363       0.000       0.000909
      89.431     178.631     179.261       0.000909
      90.569       1.369      -0.739       0.000909
     -90.000       1.126       0.000       0.000909
     -90.130     179.344       0.000       0.000909
      89.431     178.590     179.261       0.000909
      90.569       1.410      -0.739       0.000909
     -90.000       1.160       0.000       0.000909
     -90.130     179.325       0.000       0.000909
      89.431     178.548     179.261       0.000909
      90.569       1.452      -0.739       0.000909
     -90.000       1.195       0.000       0.000909
     -90.130     179.304       0.000       0.000909
      89.431     178.505     179.261       0.000909
      90.569       1.495      -0.739       0.000909
     -90.000       1.231       0.000       0.000909
     -90.130     179.283       0.000       0.000909
