    -120.115     172.584     154.473       0.001000
     -59.885       7.416     -25.527       0.001000
     -42.895     170.053    -128.317       0.001000
    -137.105       9.947      51.683       0.001000
    -119.331     172.238     155.277       0.001000
     -60.669       7.762     -24.723       0.001000
     -42.292     169.868    -127.693       0.001000
    -137.708      10.132      52.307       0.001000
    -118.504     171.869     156.127       0.001000
     -61.496       8.131     -23.873       0.001000
     -41.655     169.643    -127.034       0.001000
    -138.345      10.357      52.966       0.001000
    -117.583     171.498     157.074       0.001000
     -62.417       8.502     -22.926       0.001000
     -40.935     169.427    -126.289       0.001000
    -139.065      10.573      53.711       0.001000
    -116.611     171.115     158.074       0.001000
     -63.389       8.885     -21.926       0.001000
     -40.151     169.206    -125.477       0.001000
    -139.849      10.794      54.523       0.001000
    -115.547     170.720     159.171       0.001000
     -64.453       9.280     -20.829       0.001000
     -39.268     168.985    -124.561       0.001000
    -140.732      11.015      55.439       0.001000
    -114.429     170.313     160.323       0.001000
     -65.571       9.687     -19.677       0.001000
     -38.300     168.758    -123.557       0.001000
    -141.700      11.242      56.443       0.001000
    -113.279     169.889     161.510       0.001000
     -66.721      10.111     -18.490       0.001000
     -37.255     168.521    -122.473       0.001000
    -142.745      11.479      57.527       0.001000
    -112.082     169.452     162.747       0.001000
     -67.917      10.548     -17.253       0.001000
     -36.114     168.279    -121.289       0.001000
    -143.886      11.721      58.712       0.001000
    -110.882     168.997     163.990       0.001000
     -69.119      11.003     -16.010       0.001000
     -34.898     168.022    -120.025       0.001000
    -145.102      11.978      59.975       0.001000
    -109.671     168.524     165.245       0.001000
     -70.328      11.476     -14.756       0.001000
     -33.607     167.753    -118.684       0.001000
    -146.393      12.247      61.316       0.001000
    -108.478     168.039     166.482       0.001000
     -71.526      11.962     -13.514       0.001000
     -32.236     167.470    -117.259       0.001000
    -147.762      12.529      62.739       0.001000
    -107.313     167.536     167.692       0.001000
     -72.684      12.464     -12.312       0.001000
     -30.813     167.170    -115.778       0.001000
    -149.189      12.831      64.224       0.001000
    -106.206     167.018     168.843       0.001000
     -73.797      12.982     -11.154       0.001000
     -29.343     166.847    -114.248       0.001000
    -150.655      13.152      65.750       0.001000
    -105.149     166.485     169.944       0.001000
     -74.849      13.515     -10.058       0.001000
     -27.835     166.503    -112.677       0.001000
    -152.165      13.498      67.323       0.001000
    -104.168     165.941     170.966       0.001000
     -75.833      14.059      -9.032       0.001000
     -26.306     166.134    -111.083       0.001000
    -153.693      13.865      68.916       0.001000
    -103.263     165.388     171.912       0.001000
     -76.736      14.612      -8.089       0.001000
     -24.775     165.742    -109.486       0.001000
    -155.224      14.259      70.513       0.001000
    -102.444     164.830     172.769       0.001000
     -77.557      15.170      -7.230       0.001000
     -23.268     165.325    -107.912       0.001000
    -156.733      14.674      72.089       0.001000
    -101.704     164.269     173.544       0.001000
     -78.296      15.731      -6.456       0.001000
     -21.802     164.886    -106.381       0.001000
    -158.196      15.115      73.617       0.001000
    -101.042     163.706     174.239       0.001000
     -78.959      16.294      -5.761       0.001000
     -20.403     164.423    -104.918       0.001000
    -159.599      15.576      75.084       0.001000
    -100.449     163.143     174.862       0.001000
     -79.551      16.857      -5.138       0.001000
     -19.080     163.943    -103.533       0.001000
    -160.917      16.057      76.463       0.001000
     -99.921     162.582     175.418       0.001000
     -80.079      17.418      -4.582       0.001000
     -17.856     163.447    -102.251       0.001000
    -162.147      16.553      77.753       0.001000
     -99.451     162.025     175.914       0.001000
     -80.549      17.975      -4.086       0.001000
     -16.726     162.941    -101.065       0.001000
    -163.270      17.060      78.930       0.001000
     -99.034     161.473     176.354       0.001000
     -80.966      18.526      -3.646       0.001000
     -15.705     162.427     -99.994       0.001000
    -164.298      17.572      80.010       0.001000
     -98.663     160.928     176.747       0.001000
     -81.337      19.072      -3.253       0.001000
     -14.775     161.910     -99.015       0.001000
    -165.221      18.090      80.980       0.001000
     -98.334     160.388     177.096       0.001000
     -81.666      19.612      -2.904       0.001000
     -13.942     161.390     -98.139       0.001000
    -166.062      18.609      81.866       0.001000
     -98.040     159.855     177.407       0.001000
     -81.960      20.146      -2.593       0.001000
     -13.183     160.871     -97.338       0.001000
    -166.813      19.130      82.657       0.001000
