     -87.392      91.763      -0.670       0.001000
     -92.608      88.237     179.330       0.001000
      57.667       7.105     -58.922       0.001000
     -10.728       6.657      11.657       0.001000
     -87.394      91.988      -0.756       0.001000
     -92.606      88.012     179.244       0.001000
      58.396       7.412     -59.668       0.001000
     -10.219       7.096      11.134       0.001000
     -87.397      92.218      -0.845       0.001000
     -92.603      87.782     179.155       0.001000
      59.136       7.771     -60.427       0.001000
      -9.701       7.580      10.600       0.001000
     -87.401      92.473      -0.944       0.001000
     -92.599      87.527     179.056       0.001000
      59.990       8.124     -61.304       0.001000
      -9.100       8.076       9.983       0.001000
     -87.405      92.751      -1.053       0.001000
     -92.595      87.249     178.947       0.001000
      60.942       8.483     -62.282       0.001000
      -8.442       8.595       9.305       0.001000
     -87.409      93.051      -1.170       0.001000
     -92.591      86.949     178.830       0.001000
      61.981       8.848     -63.350       0.001000
      -7.748       9.133       8.590       0.001000
     -87.415      93.370      -1.297       0.001000
     -92.585      86.630     178.703       0.001000
      63.095       9.222     -64.496       0.001000
      -7.041       9.691       7.861       0.001000
     -87.420      93.707      -1.430       0.001000
     -92.580      86.293     178.570       0.001000
      64.293       9.607     -65.731       0.001000
      -6.329      10.267       7.128       0.001000
     -87.426      94.057      -1.569       0.001000
     -92.574      85.943     178.431       0.001000
      65.564      10.004     -67.042       0.001000
      -5.633      10.860       6.409       0.001000
     -87.432      94.422      -1.711       0.001000
     -92.568      85.578     178.289       0.001000
      66.902      10.415     -68.423       0.001000
      -4.971      11.466       5.724       0.001000
     -87.438      94.796      -1.854       0.001000
     -92.562      85.204     178.146       0.001000
      68.285      10.841     -69.852       0.001000
      -4.354      12.084       5.085       0.001000
     -87.444      95.181      -1.995       0.001000
     -92.556      84.819     178.005       0.001000
      69.710      11.286     -71.327       0.001000
      -3.793      12.709       4.503       0.001000
     -87.450      95.575      -2.134       0.001000
     -92.550      84.425     177.866       0.001000
      71.138      11.751     -72.806       0.001000
      -3.288      13.340       3.978       0.001000
     -87.454      95.975      -2.264       0.001000
     -92.546      84.025     177.736       0.001000
      72.558      12.234     -74.280       0.001000
      -2.842      13.970       3.514       0.001000
     -87.458      96.386      -2.389       0.001000
     -92.542      83.614     177.611       0.001000
      73.946      12.739     -75.720       0.001000
      -2.450      14.601       3.106       0.001000
     -87.461      96.804      -2.503       0.001000
     -92.539      83.197     177.496       0.001000
      75.268      13.262     -77.095       0.001000
      -2.102      15.228       2.741       0.001000
     -87.462      97.227      -2.609       0.001000
     -92.538      82.772     177.392       0.001000
      76.514      13.801     -78.392       0.001000
      -1.805      15.849       2.431       0.001000
     -87.462      97.660      -2.701       0.001000
     -92.538      82.340     177.298       0.001000
      77.664      14.353     -79.590       0.001000
      -1.538      16.464       2.150       0.001000
     -87.461      98.099      -2.782       0.001000
     -92.539      81.900     177.219       0.001000
      78.715      14.915     -80.688       0.001000
      -1.312      17.071       1.913       0.001000
     -87.457      98.547      -2.847       0.001000
     -92.543      81.454     177.151       0.001000
      79.660      15.482     -81.675       0.001000
      -1.107      17.668       1.697       0.001000
